Claude 3 Opus (Inspect),Claude 3.5 Sonnet (New) (Inspect),Claude 3.5 Sonnet (Old) (Inspect),Claude 3.7 Sonnet (Inspect),Claude 4 Opus (Inspect),Claude 4.1 Opus (Inspect),Claude Opus 4.5 (Inspect),Claude Opus 4.6 (Inspect),GPT-4 0314,GPT-4 1106 (Inspect),GPT-4 Turbo (Inspect),GPT-4o (Inspect),GPT-5 (Inspect),GPT-5.1-Codex-Max (Inspect),GPT-5.2,GPT-5.3-Codex,Gemini 3 Pro,human,o1 (Inspect),o1-preview,o3 (Inspect)
4.187480441,13.42864888,9.24613156,44.29397561,94.97407108,97.98842804,203.9104313,493.195765,3.322694056,5.0109124,4.797431243,7.280920181,192.3325006,218.009794,345.7357773,248.7267207,161.2969683,132.0233198,46.92459052,19.71131502,119.7535572
2.568489906,11.87822473,8.51347505,56.5151146,112.6150628,108.7354094,269.5198729,890.724006,2.170364508,3.367263888,2.739994368,5.221251352,220.9817358,190.4478583,346.8540227,423.2503842,265.6534892,283.6373537,32.97591641,11.74726474,123.3016116
3.655431957,26.19759832,9.223091334,90.14761014,109.4401079,112.5169528,316.7630062,753.9220365,3.97947647,4.253341814,3.129275475,5.059583643,224.3339701,323.3092771,414.736641,327.5038896,234.9641865,148.3957759,53.98016574,21.62726706,136.7543229
3.272416689,15.05668784,12.23875489,57.88593257,95.72930679,94.93051922,295.5667776,1704.939225,2.780259879,3.338447357,3.977642352,6.827962415,162.9001532,228.0125876,481.8812604,502.1237818,168.281869,83.54862593,35.87874082,16.22450998,110.1460164
4.500377683,17.27625829,11.78824857,57.93908104,102.2936236,128.6215127,381.5236381,821.0404726,3.805650653,5.006636998,2.893615992,5.156387267,380.3990364,266.9307378,615.1863212,595.6975819,253.3219704,84.3666499,35.89299373,15.45019139,147.5645941
1.892507032,9.837376365,5.352232872,58.61076962,116.4052545,124.2530209,339.6340829,760.270941,2.225870134,3.391693049,2.142335012,4.862742959,232.1947743,251.2600902,398.9518865,389.9681763,226.6038948,57.43624753,42.29775006,15.52986227,114.1848
1.226617711,16.07794894,7.159462852,40.35460227,71.45358683,85.8830193,220.002591,557.1243546,2.704705528,1.905631961,3.312629748,5.284871918,173.6013594,185.4411575,233.4609283,234.7339199,150.6426337,97.41508548,35.72715018,15.84113346,111.1279929
1.756163499,15.16009911,9.591583834,60.93899627,112.8810893,95.25250792,251.1779951,594.6289711,2.997259628,2.583151686,2.35646037,6.916362958,197.4843238,173.5052949,309.022321,298.9103454,273.495088,114.8552358,37.06334125,23.66165908,111.6288174
2.356445109,21.46538849,10.01716579,79.86957517,186.3936761,126.6710618,468.1773035,804.7826425,2.57476062,3.116692713,2.333794615,8.136890426,294.5483501,239.9649129,573.6721989,406.7848143,359.0612705,103.2510569,45.23221578,20.62852317,140.1794861
1.799972463,13.74168681,9.375609842,81.26778467,111.1271578,121.4295338,238.7252007,782.0899136,1.940583092,1.974226773,2.521103806,5.421361788,265.9806083,274.7614004,419.9586566,488.225386,267.4072475,180.0079555,41.64520246,19.38895101,197.7619995
1.676623212,11.62978351,7.813677082,66.20422281,105.7224002,127.8198505,273.6000881,484.4766843,1.96508232,2.392476964,2.139344433,4.579663986,149.3888628,141.5866585,251.979492,255.8417468,214.1164715,80.19501367,37.66925755,15.3210126,115.737411
3.00281714,16.03696852,9.258106307,57.09785513,86.16775926,94.82660484,203.1974176,492.7935617,3.260533686,3.462386983,3.106263823,5.496046282,179.2932717,157.1666853,260.0755992,234.330251,192.423466,57.18410177,30.10341702,16.11564278,101.1865648
2.801348738,14.24198995,9.863838597,48.92557899,133.4844405,115.8075318,255.377174,524.02656,3.465721123,5.26393518,3.895491677,9.208870688,218.3763439,246.5190488,323.0062872,307.1807476,209.6770185,125.9491683,45.36122058,17.08268224,141.0407508
7.745003312,22.42153155,16.24712454,90.1231539,108.5772808,117.4311867,319.8179134,638.0927352,7.06681087,7.395337794,6.073900946,9.790760735,226.491461,191.8263112,358.6915179,484.4384766,270.1606963,127.2118475,45.55106151,20.77376226,118.6865305
2.355248133,7.820317274,6.815854765,31.41270664,71.20229408,87.91145872,251.8332326,460.571214,2.543103381,2.768760714,2.914477665,2.961369984,174.8898637,149.5104262,227.8277399,261.9224411,194.0936226,59.40900669,21.76029831,12.12402317,64.67941826
5.629763636,18.77480641,11.3557152,46.35858526,91.14603712,92.8921999,366.7876962,1094.906169,5.235046366,6.121497257,5.692310029,9.144037183,233.263534,268.405619,358.1151044,689.1158634,195.3965831,309.6326908,39.61608826,24.99721921,168.816517
1.92166848,9.923368383,5.841238722,49.00335283,90.3464697,82.49131294,214.4553692,873.6124807,1.863833135,3.232760449,2.503519121,3.916222929,122.6485943,181.0449022,271.5945969,213.4248872,232.8798071,67.60075924,23.78131313,10.13598737,100.1008471
3.426199383,13.20841665,8.779761927,29.66702045,114.6530801,95.57972386,233.9517134,588.1812183,3.804532674,4.833838026,3.350053277,6.757454866,212.5256589,215.2696897,394.4456345,280.555615,123.6329828,49.02171064,40.30537314,19.44227427,131.3786198
5.943468738,34.55705433,14.80521147,86.71471211,78.99228427,90.82188632,198.2852926,319.4671351,5.97977143,7.603240345,5.886627359,9.289558952,139.2598388,183.2668704,189.8927725,183.1893924,192.785648,95.77583323,45.97041746,21.50701649,105.3192861
4.159785109,16.97935467,14.83191686,37.12751429,90.47922684,88.74027845,218.7387148,647.5181766,3.907284053,4.065253776,3.827721158,5.702538388,156.584025,231.4351886,240.4374082,250.1954646,175.0719413,112.6775753,37.68632897,25.52509955,146.6554591
2.655639617,15.65467253,8.04314571,54.99272369,118.3435551,118.2652834,350.541171,632.5580066,2.683572445,5.301882617,2.121873691,6.690194433,303.8587942,275.8998926,480.9112351,354.4601562,237.5164763,95.99264655,46.57767395,17.85789115,137.7157815
3.839843195,15.87029686,13.71583564,35.17068642,72.90365951,82.43720935,481.452391,1719.994689,5.480091888,4.513631177,5.029524007,9.95939838,263.8355337,324.2223996,1136.980643,1009.203388,180.9298129,137.9951336,21.45648631,16.20162736,107.7949247
3.306723888,17.2273252,7.333779659,72.96868596,95.14306627,90.36312118,352.0684401,934.9485162,3.018822534,3.14825164,2.495935867,4.177630176,173.5772025,221.6636077,343.0665969,382.5956274,299.0492574,73.92178068,37.18556052,13.87571051,116.5709541
4.415577512,33.85070066,18.94980699,70.16251961,112.627716,109.7967479,333.0890066,916.5489101,4.58875886,5.45903459,3.982795767,11.91681437,216.5552573,213.0001095,400.8801958,380.1256178,258.4023298,97.45183255,64.62376747,24.92302714,136.8040473
4.363746511,18.37450912,9.601435742,43.65183646,98.79119565,113.6602561,200.072005,460.923365,5.775747231,5.640810184,4.275291868,9.656189875,168.4115545,176.7939201,292.4179072,257.9199505,232.2863473,83.8620194,50.02937059,26.874241,120.135672
4.24305885,18.91059507,10.62619236,48.03293314,71.46852669,81.81583632,175.7642481,7214.752813,3.106574167,4.485020409,3.682754722,4.767388261,152.2775236,211.8445959,504.8204483,512.3228901,161.859341,101.7603935,32.62184271,16.70082269,90.2575366
3.463441262,29.15745973,6.989613064,68.70511692,97.66116465,89.34443914,383.0222267,1141.510345,4.913806633,3.353722763,5.516067218,7.97465138,276.708313,394.2087376,440.6381383,479.0639363,286.8392146,104.8353837,22.37185433,16.84129072,137.8894051
2.305660135,11.0147628,7.862259333,49.36207959,94.63674454,88.14692166,311.9207547,1313.688174,2.511422905,2.778381805,1.851145594,3.483896695,197.1501787,251.9199562,378.0188976,323.018371,222.9442052,45.45558449,27.77868237,12.78871813,88.96322427
2.940064624,16.75798126,8.252522253,68.96448986,106.3014626,105.6877972,364.5902923,2198.74889,4.467497762,3.95653696,3.38696633,6.076719866,287.4664079,224.0899412,512.7582303,407.5625299,284.8552937,107.201093,31.76685596,17.70395737,102.7763364
4.996991533,9.707856322,11.958945,51.80276924,115.6579877,100.143743,270.7094189,669.7334397,4.143379604,3.212787757,4.138999954,6.878991144,223.9457917,246.7290425,292.0485874,353.7739278,230.1503548,135.930581,28.80885173,14.66542711,109.8022135
3.89832719,23.4961255,10.16051746,56.12321568,113.6737895,93.75202196,226.3755126,414.8641043,4.092596936,5.098070197,4.709803268,6.336860137,155.8762292,192.0475579,256.0093522,258.1293171,195.1172235,124.3405157,34.84646384,14.47624767,130.73963
2.913131363,12.74780534,8.105849164,38.60824923,82.34119353,87.85982941,319.8241594,1079.415975,2.904605308,2.599498224,3.188981239,5.376000124,202.605624,206.2542212,288.4694457,298.0435926,183.6992624,91.51945977,43.73318336,27.91403197,150.6782036
3.665512593,16.91131203,7.432082987,39.69569994,72.03759072,43.40008931,243.3019101,1596.380292,2.664259524,2.61285766,2.664301566,4.829390057,155.9130332,190.3653708,345.8136211,442.4254236,110.2652491,89.84388695,20.20162101,10.53180171,81.00976674
6.126714242,26.1551968,15.15835316,54.70766983,112.6869064,94.62662397,248.5715581,619.2291759,10.7945697,8.610813163,8.030524753,10.76161793,195.0352693,205.7464408,247.6481954,244.2829485,179.4967658,118.5667755,43.25991458,35.1613528,95.7960535
3.462982637,12.48510714,6.962878077,53.31667349,62.63343788,78.91510148,258.8548422,843.4448355,3.809401007,3.360163425,2.734429587,6.230221531,143.0387359,166.3712551,231.2733819,356.697535,152.7082064,104.6612851,26.29546895,13.74423477,82.16789875
4.730698105,16.9214841,11.97943014,45.10964741,106.219873,113.4573479,387.6014535,1412.066157,4.261455914,5.456384306,4.094523182,8.956028329,262.455692,337.4708704,483.0743096,372.3992239,290.8666493,104.4212011,30.30306225,22.1972135,130.5443604
5.396449897,10.98676415,10.85026955,46.73533442,119.8017361,123.9559022,324.7331817,792.5634722,4.447455864,3.163389254,3.23578686,6.976698064,197.4013807,201.3685467,429.32998,480.0816845,212.8612494,163.4112355,33.89399131,23.38120211,127.6449022
3.596451851,33.1506919,15.14230907,43.99939446,80.88875229,85.66360459,251.5736908,445.6205629,3.997370622,4.423582114,5.654470423,14.70105926,175.9495669,251.7662968,360.6248433,300.8448311,177.3934521,92.07653803,31.8438698,25.01159273,119.6475498
3.207319098,19.11254368,20.67937228,71.60199343,91.12457904,95.37129845,280.7931347,653.9489201,3.091205298,3.545034542,3.273619517,5.709243025,119.8956511,179.7846649,279.1215753,244.3784024,212.8260252,98.99958801,27.11434846,14.61490933,72.27494104
1.848397111,17.28870759,8.320020633,69.45331153,100.9523167,109.9910422,332.0427079,980.8561407,2.159028979,2.262713991,2.376577703,7.171631536,352.3405477,241.994245,474.3762227,485.9850278,234.4392908,90.91497283,32.83961862,17.51258165,146.2689907
6.46841836,25.83647724,19.48302366,68.9638512,111.3452697,96.27758603,275.6739522,536.4031049,4.594465636,5.569956205,4.373252506,14.81537034,162.8186085,181.532099,249.4381195,275.8800142,210.4798981,123.0245854,41.46392941,19.01576419,122.8642878
5.610149129,28.7028495,16.49930306,48.0853547,78.34968194,65.74163376,207.4039394,691.4120279,5.317670563,3.647305947,5.37302348,9.486560662,153.7486584,186.4900536,303.2598346,310.7550571,177.849241,116.2941589,39.64184261,26.65230648,104.5361908
6.355914762,35.72804882,17.72807101,68.96368051,118.7332326,96.74681145,282.3054003,610.4529284,5.481417397,7.574914727,3.895461545,4.176878636,223.6819373,242.721643,406.4876121,434.7382981,203.3016128,113.7825747,49.09607954,26.39507781,135.0150004
8.357236237,18.28765628,12.94791183,44.85433879,71.94119641,84.61249148,218.1572949,717.2648877,9.444239014,5.293884939,6.448707137,7.937839812,165.278382,155.9040408,357.093274,489.3465938,173.8445451,127.2001225,34.00826792,24.23541393,84.1574937
5.391927148,29.43035273,12.74530673,70.54505087,82.96041362,78.06056881,231.7854323,409.4670865,5.033507181,5.01553294,4.283408253,11.45036188,166.092024,205.1991946,266.3098609,207.0645671,176.8444817,106.3669948,56.76877767,23.2474442,125.2130529
4.129074527,19.86789179,8.905150647,42.68582271,99.01721396,67.64922409,232.1973783,385.977472,3.366826746,4.219465819,3.781423137,6.698425841,161.2623388,207.4239402,324.0790297,192.3436393,281.9988402,94.77870923,27.30891278,11.4012984,94.60983634
4.410903546,32.00135049,17.41993572,69.94784983,128.0290551,92.69150737,537.2643608,5119.315504,5.493930786,5.358051077,6.110516978,9.159763155,281.7629928,239.5792054,451.6706906,519.5684032,371.2153731,162.1439602,47.31376712,22.26168686,113.4259753
4.927614006,17.52902288,11.73266357,53.72827899,115.7875297,119.8367943,309.7540181,513.3448745,3.590879743,4.564930548,3.511020206,7.925163972,184.6202653,213.4115511,303.5177074,268.8712817,205.4376561,209.412486,50.33757952,24.20697168,120.4570948
3.536519992,21.25402689,11.64642888,66.69783826,124.2309164,152.3023434,352.7308423,686.3588045,4.073079824,3.610469369,4.278914589,7.346835571,207.8376831,346.2880458,429.0599337,404.9170571,259.7961703,75.7495094,53.26109554,17.71774713,129.1696424
3.447858025,12.93516794,7.537761341,67.52065228,125.6383699,146.7284006,458.1615315,929.6679868,4.315346136,3.979440755,4.194618205,7.879302182,349.1015633,293.9913253,609.670876,373.8497929,238.3471429,148.5585777,39.1143188,17.90599741,124.1204466
3.346187847,18.05466383,8.489115074,43.4036556,78.09028963,69.08030195,256.492772,523.133415,3.123945321,3.50454835,2.273197482,4.173132849,127.3486565,163.7787679,217.7819709,250.1227975,184.7850442,90.06724679,24.1180346,10.96090806,96.28782004
4.705696786,17.49542053,17.26849612,55.12959653,68.44080117,79.4490838,339.0061789,416.6987355,3.458516073,4.20461119,3.587025268,8.246212659,211.9085194,211.1155244,275.869434,273.75684,182.6112636,92.37225619,36.20931695,18.43274558,95.20881593
2.139187339,15.69896434,8.734748757,48.36334804,81.47733213,73.98816758,280.9425978,696.9377308,3.372071296,2.401986174,1.951304055,4.537282284,216.6142823,319.4880722,255.9208952,286.6604718,265.5147182,99.94525863,23.84573396,12.96711875,137.4314371
5.352408478,28.67129995,13.93932928,93.01706867,119.8849486,149.4544562,395.5371164,1031.606854,5.409368195,3.965215715,6.018726802,8.801696396,252.9974257,261.3376678,513.4258623,670.0939869,303.6702121,109.7341744,48.80942342,24.30555073,152.4877219
2.532192297,8.477336962,7.51984803,47.46986428,112.3219824,107.0341763,452.935225,1880.188151,2.417017262,2.728331206,2.354894167,5.189970399,227.1125257,275.567863,462.6606217,401.4450845,329.549238,79.4381908,37.06474954,11.19606669,108.2577547
3.658076772,22.64516266,21.26913849,58.6288396,70.37150771,76.0483544,245.6369439,441.0842435,3.166268951,5.682330477,4.730914048,7.099470291,142.2918186,198.9035707,181.6311242,207.98779,162.8692657,65.03550544,58.92286575,17.67153759,91.84528525
4.275759501,17.45380524,11.83841391,83.01763119,116.6011539,123.5152391,298.2056996,534.4783027,4.616005012,5.448905641,3.978551147,8.932454023,198.9262008,226.5905537,312.1548658,379.5567495,264.3734104,98.96068012,60.64866198,27.27976516,154.2050158
4.789528898,32.17461623,13.0753919,90.8596951,156.5442299,135.9176468,237.6970198,713.5771209,6.976450649,4.339411496,4.579027916,7.524470382,271.5145116,326.895081,545.6284061,409.074316,255.9558195,133.1332353,66.93085972,31.9982695,133.2781977
2.490533438,11.77981807,11.21687009,42.78684792,65.16437667,60.63358404,367.9197001,684.7361153,1.760263772,2.331047153,2.375815225,6.265279555,171.7812648,203.5657046,290.6139824,246.840482,281.6293209,129.2083107,36.92249768,16.94581741,107.1002549
5.574102331,19.79047332,11.41611165,64.38801456,81.64237607,92.60258073,376.5222197,716.8117107,5.577665216,4.434774464,4.954940527,7.643572145,168.8028064,203.6602311,457.0950526,240.4117846,219.8234627,52.83631055,30.19916492,15.80810765,91.39282277
2.790227944,13.65259791,8.376409981,41.45521801,84.25192256,85.95926577,339.6274049,659.0679769,3.643664141,2.703057714,4.078257795,5.352039124,320.9317317,305.0261917,370.8523243,316.2054316,202.2911648,103.2541644,45.48613715,23.21008238,138.7752721
5.084496101,25.22459463,15.17369987,81.36921996,102.8400355,77.21489987,372.3974656,1004.178384,3.884879385,3.522120014,4.262899946,5.400686116,215.7589465,239.8351447,426.8540282,548.5497295,278.6778993,88.31344978,38.49107385,20.44666262,113.9929027
3.544173761,12.9124975,10.06254837,60.63325183,112.8225945,118.7824205,274.2995822,626.1945403,3.137225014,3.332611959,3.55589966,10.4174649,246.4731684,215.8827913,420.1456048,318.3312208,200.4986738,110.5795612,35.49437461,24.15235564,112.7941155
4.040874866,20.04194848,9.312157993,76.53751552,137.5393823,129.6413527,307.0443332,611.1638388,3.172428722,4.33896922,3.100734031,5.212956347,215.1302173,242.853672,551.0914513,431.9651616,265.7925067,142.330258,51.9436321,22.55634753,105.1624963
4.035311507,20.08214787,9.728918122,50.81852217,127.7709815,114.0439063,378.9002033,988.4224213,3.59264756,3.344661958,2.994512674,5.72399108,322.0303635,315.863832,900.2305231,1034.013209,225.1279264,105.4624315,59.56535144,28.00213908,129.879661
3.943773642,17.05817619,11.37545796,54.50366476,96.56123745,98.55713968,440.1809955,653.2253385,3.679834319,3.217585956,3.063628728,6.154137199,210.3916159,296.4167972,511.8839749,303.5705716,233.3906113,117.4137969,42.80666958,16.76190503,112.3709244
5.253540317,20.02836131,10.14248989,112.0870804,117.6658775,134.4556337,379.3943537,531.1578474,5.796030528,4.868213649,5.136681772,6.049653969,194.6078389,221.8078682,337.2718484,393.6907808,310.0721572,84.70632075,27.10961046,17.4937223,105.4032372
1.653757959,8.902093081,6.21589617,51.6774695,60.61872741,76.03383648,185.5144637,286.6912998,2.012346037,1.872127986,2.635357101,6.05070524,113.1278748,137.0585723,205.4554191,185.0798904,184.5820778,60.22919632,38.05175661,19.07725099,90.03805159
5.375984396,29.68795224,11.10137249,73.23274157,112.8215334,99.23512696,428.8125625,854.6797715,6.377766381,6.349712368,6.376866871,9.431428529,184.6137731,259.1470633,608.888425,547.1385567,243.8850457,136.7966723,46.90531917,26.50046411,152.8781072
3.125733329,12.98596965,8.033466353,17.76833849,59.39897253,61.72581006,175.5341638,385.6154429,2.295565831,3.445238714,3.021103273,5.341965861,165.5551296,186.2051466,315.9617224,399.1040927,153.4562386,46.27762749,48.69566789,18.86607512,111.7016722
5.411307595,23.30775347,21.59674951,86.10398995,109.2550586,110.7549238,325.2374401,561.3861315,4.394097581,3.692921052,4.375954799,9.322296104,198.495197,212.214108,366.6716023,374.8253689,277.968064,109.2810164,55.51163737,20.15222615,137.6687602
3.693683744,21.16043535,16.11533609,70.60786603,110.7469355,133.5448795,320.2157293,518.9789117,4.034622805,3.717324946,3.006833079,5.695355271,214.5302798,209.3388387,348.0090617,350.6811661,250.2464925,126.4186495,77.32743639,33.28835061,123.1253662
4.937466302,11.41808157,10.95903915,36.21733391,57.16375788,74.09453369,431.1407379,982.9303826,3.537421632,4.316991593,3.5947856,7.473270882,200.4270279,192.223515,427.9304056,426.2792958,205.9178548,185.7315104,37.24560897,23.02873965,101.8598406
3.224135873,16.17704405,9.179497593,59.69855019,74.74828551,91.99462529,248.0697659,715.0040964,3.407318881,3.865333137,3.577790112,7.387409249,176.5443439,154.0975499,252.09944,198.4040041,213.719985,61.03756382,31.69967723,15.69366143,105.8506237
3.449530447,15.43093107,8.829201551,48.31450255,64.46995354,71.62566965,171.3598028,534.6928744,3.038084616,3.188960222,3.776201876,6.311415406,161.4345717,270.7025487,266.2652141,306.4511377,157.6563267,87.77982829,27.89026612,16.37997483,109.6184082
5.06425091,20.36656145,13.07426983,47.04864466,60.37820459,66.4969351,225.0226874,859.4644646,4.491905488,3.664254748,3.453466127,5.832354587,150.1425116,172.2442635,292.366918,347.4426367,139.6229075,76.54700302,38.56552118,24.35807744,96.03991906
5.679050627,16.65443036,11.55531766,69.33598299,111.0247572,108.8413523,322.1304396,937.1455554,5.722868848,6.388730729,4.886181951,9.069868756,231.533148,219.8903175,368.8654384,408.1539784,210.179791,114.6852621,41.99127887,26.49818663,102.6961024
3.659853261,14.10958426,10.84527635,41.69539571,102.9292866,72.8374617,332.4949115,590.5983405,2.557724331,2.602372566,2.507321377,6.822727841,243.7690796,246.9609567,456.7794878,340.6853028,267.8798972,83.71223905,44.34203235,33.2542541,127.708631
3.472368919,25.11228109,6.643110394,62.67394861,131.594491,140.1242066,1841.389839,3931.914433,4.208590928,4.321343672,4.877190453,5.588731134,895.4583735,394.6328458,2485.877556,658.3775193,452.1317847,93.96169373,37.1049106,16.34518504,141.8933698
3.392675381,23.05506014,15.48438082,63.91210033,122.4049997,87.32687562,288.1292388,1862.639059,3.58174733,2.849224647,4.325858365,6.277539884,240.9839298,343.6644883,380.7779301,439.0677805,187.6047215,177.0760684,20.2793183,17.79071234,159.1572146
3.99847871,26.12581357,14.49072447,44.72750958,62.45086454,77.25640507,187.8074175,513.6906362,2.46033778,3.308294796,3.301711256,9.360463991,140.7781981,163.9623559,187.5258713,216.6129418,217.1771718,106.5880487,34.28235565,21.82320748,88.20017594
2.320693694,13.47574135,6.210509795,51.07761979,103.3869839,120.8578102,328.8030027,393.6506955,3.165966955,3.000167945,3.40057936,7.285167547,246.5251604,225.5419579,389.8723089,345.9864852,244.8592049,101.2296808,29.649425,11.71850687,97.13704372
4.102639734,22.32528117,10.77389095,62.67014578,117.0473132,124.5948474,420.3001251,6006.60937,3.617817854,2.980288678,2.441492527,6.095965981,236.0695253,325.5232375,519.6241522,859.0194922,383.7676324,152.8508917,45.68785753,25.42036754,151.288122
1.173634701,10.98813971,5.537628974,56.40606746,106.8463328,86.27425191,249.8221921,587.1457044,1.19873698,0.8491262294,1.585087864,3.473032886,193.655957,198.1108669,326.7025323,306.1609319,233.2569663,107.2256024,37.31889963,15.1106221,105.6692028
3.567813061,22.06661196,7.138775995,50.659059,69.02380257,67.57800117,125.3380837,190.5826275,3.954085534,3.592696784,3.814689507,5.942276595,111.9568091,152.8688222,169.7366226,143.7893666,133.9838132,86.60184026,19.70618428,12.90199167,83.19730212
5.297934215,54.7709312,19.43561476,90.72230314,118.6157616,113.6863612,394.6667286,710.3609252,5.662456962,5.591604104,4.367027571,7.482090536,260.6771002,253.1195045,397.0784,368.0101343,298.7071228,174.8547903,46.54941627,23.93700297,152.3761045
6.671002059,19.77673022,18.15610198,59.77695301,105.6033548,137.5123894,646.5482189,1997.096459,6.40311392,7.11328397,5.820754939,9.127004428,249.8345309,250.7535812,548.6623589,530.5725194,320.6725376,172.8406607,42.90534294,22.25437694,145.5467916
6.136326463,12.82200485,16.42820779,35.5109582,72.13328998,80.85735638,280.1030339,672.4776534,4.832218483,6.11512649,6.049922272,5.660698778,194.328411,211.806206,376.9148314,320.0419883,178.2796443,100.2444705,13.70109068,12.42395581,76.43478377
4.79023856,17.80861861,10.76544408,55.2804207,149.6417268,113.1939416,310.3412845,1126.438872,4.242064469,6.11565882,3.366609596,10.04650041,303.3346017,318.2780058,392.5193662,306.0428583,256.423575,102.5552709,37.14850513,19.81916916,177.3147808
5.139531782,26.24524186,7.943975527,75.18129129,85.82432379,100.0447632,359.4112334,2184.191538,3.351895249,3.443595356,3.837542752,6.427561847,222.1619038,224.4699895,318.2815584,550.4565158,265.9097302,116.3057827,44.59708564,23.18179673,138.3843951
5.997572694,14.62323255,9.135257736,62.32379547,70.91879568,85.40300105,219.1460755,684.2433921,4.868179875,4.984024831,4.762206244,10.25398354,166.3080077,162.1207625,250.1848802,296.1035156,244.9586877,154.44228,33.39738135,21.62382323,111.0101061
3.882452007,22.3471181,13.16576532,60.32016716,100.8428005,110.6797082,293.4974113,699.2631296,3.770453219,4.380416593,4.096706389,7.024850199,162.9456783,138.6626729,360.7998001,406.7742648,158.0817864,134.5499433,31.98844986,19.98667658,101.7685834
3.430534808,28.04001078,11.2297914,93.24814687,159.3196795,136.7039171,332.575417,755.000525,4.319320688,4.107330625,3.76964728,9.227064568,262.3871277,252.4512792,304.9235663,312.1876412,223.3798341,116.374358,76.09705356,22.78909812,138.6361663
3.721849641,20.72433994,11.72973928,68.1680911,94.54632935,95.4189665,253.7603087,764.1562563,4.768828969,3.629958772,5.256775131,6.679145324,193.273211,179.785278,232.5856763,243.3315506,190.705885,102.9324695,49.82241366,26.49073064,91.72140418
3.161728973,20.32235402,8.69375236,50.76816225,81.25905464,84.64028212,364.7005715,852.0695732,4.350649755,4.335321695,5.632152511,6.334261664,290.7073433,268.6632972,404.5880396,219.6744618,202.7776482,131.3810195,34.53049774,18.79407933,99.80397058
