metr,metr+x,x_only
171.01760637783485,173.54902980370204,200.06049548314965
198.03920177797812,196.19562427433056,201.24988241156186
202.72194552965914,199.68361563527048,201.87353207687937
217.19702289712012,217.4402254822149,198.98693634797405
196.21826330133146,196.14278587508258,199.83903864187474
201.2376276574516,200.4041722607362,199.3467232996862
198.7630663618555,196.19742852197047,199.25972988322613
209.6097344221712,207.7649810846325,202.1369639973219
185.8937329692313,182.02916976012975,198.8999750956121
204.0647508340127,205.6623660047145,200.18693242803744
204.56326817339882,201.29162147928685,200.73632486208808
215.8199070049521,213.99735065099614,199.18657728935355
196.02848078151007,197.86477908832913,200.0244424813514
194.90973162457726,193.27861461719635,201.2895566402275
201.7391784692268,203.92746932763012,200.46905862550574
196.0393928174425,196.26952265479173,199.2904073938769
199.00719932387216,197.8187098141461,199.6262564803619
199.69675102310399,202.82453646824507,200.80281125406978
192.41016614756842,193.7246020532883,199.49647246155686
183.7461872183919,182.60153256048906,198.53538087979882
168.7960478930563,164.5536376108456,197.7225181903564
198.69926334790068,197.822073106059,201.269834632597
205.4480973637905,204.04521475809796,199.27302457907828
225.3482909076705,225.18532017796227,201.02201543579127
214.41351117047432,215.7016266424267,201.10034507629575
192.81088064163126,192.84374944794735,198.45220049595073
188.75058277757208,183.90396319089012,201.77647046321044
188.2864512392931,185.33228497803788,196.78278098835054
190.27264243618015,189.1849178962116,199.48692668223927
194.2370087775104,194.22661966342895,200.83713160395615
203.98977055552953,202.58929569391398,200.4193785805644
202.61749893334277,201.31640973546217,199.91069038888338
184.04708020466657,183.4139664368227,199.41801108291017
184.69316119224297,184.72058776991844,202.10174069618958
196.41418684292512,195.6911130392109,201.09553831486343
195.06845723813495,196.76340225913236,198.62311952825377
189.48603559232743,188.13810234460888,202.03060040541095
205.37054764793535,202.53455485973572,200.8135938643671
198.56625026290448,198.95209268074663,202.80100278773162
192.75374449343562,189.24077397632664,199.32782738488945
188.78674114379882,185.16847857735527,200.09644200582267
200.99567730455442,194.63902784103564,198.80296793575204
190.47669737380144,191.72087858188385,198.55098673547923
190.59314897308056,188.88760669688298,199.57129582212497
207.29194674326914,202.80239217618725,197.4416605813276
149.9193960805106,156.01454766633768,200.2587291898852
195.80992674770317,197.8681898699187,201.78302841489216
201.5266641192381,200.5857749625665,197.18188900798978
213.0101684102228,215.92112636001863,199.7300301595722
191.41647989993385,189.5111965296822,198.24824000309997
200.4592158449915,199.3320766686333,199.32989377228014
203.8837768481222,204.372661453462,199.0963915173491
201.23084984904762,198.49378478856224,201.34154680584592
196.7167073557659,194.26139512129808,200.9688365120935
197.33099056096404,198.69585646668605,200.6578653583008
219.3960115915793,216.33333651047218,199.23031582075663
203.74399159125497,204.54787309162091,199.54512458987188
197.2029986120548,193.8536938968881,201.3181790523987
206.9080963042051,201.38466793969042,199.79965976533137
202.1741966974447,203.13850008111783,201.80543619516592
210.1018304148454,205.79065748560896,200.3581290752656
189.29751793122702,189.14131497577654,197.68617700445213
200.70705762527237,199.63756301929814,199.39502587407205
203.41183601026594,201.31980138387493,200.4513011945194
190.56279375032548,190.00460128922137,199.98644903602565
203.98925275125362,203.3210295668453,201.10368605962304
196.32331837256137,195.03309488666844,200.6871640813681
198.17543337570143,194.87005428016164,202.41599308523266
143.06525898737624,126.57185070193148,199.6218087273323
215.32193325460037,214.6085388548654,198.24739002237038
213.8632213972422,214.83596785609996,200.19445862059834
194.1822288556214,194.7258340139951,202.19216743988528
186.6588143728738,186.31382690847482,198.802776843639
210.34462156872385,207.80237802541126,197.27614864849474
211.63823941845692,210.69278898395288,199.73529695830436
207.56099282698662,204.00142459287534,199.30961842787042
194.28776960325789,191.7500808659676,201.4202738296891
200.5313149319778,201.37948080556345,198.1000126323735
194.20809459230892,196.7694857286447,201.30977614537852
183.9851863129018,189.19901123641668,198.24758191952344
189.77028204334042,185.8860991983526,199.12511327361494
204.63504087273395,205.23912305764455,200.6674292292766
205.67917956020483,204.1434174116996,200.69017933936257
144.37970838027337,131.73766945763595,201.03262902277214
212.99501127631493,212.27455810449354,197.34086854940276
189.0388820915629,190.11359280442034,198.21379718345622
208.50742923887574,203.7421034883104,200.89126529129683
207.0821282780051,209.21802278982787,200.53252239929998
186.44336565787603,187.21982677433954,202.33634508299238
214.39534120661602,216.0418588007315,200.06421553492217
185.4582946411905,187.12173765108295,200.85423935856792
194.9195148747119,195.04381171569767,198.35312265027994
193.94379535255428,194.800729964481,200.88777549119553
197.69632584671533,193.7269483741206,200.18952609663341
205.06397137667938,202.62661226095716,199.84537597937938
162.0641869325974,130.2970300426662,198.4940833171126
196.1703991194028,194.84469776910117,200.369412305249
198.30347808107882,200.4000659716326,200.23387186259254
201.39012250949764,200.64288174584962,200.7407988100247
204.28849328769172,204.69484641625155,200.88782509031097
201.30896062588135,201.1608328876395,197.78287076439938
193.7354200809058,195.18080777617203,200.712213263367
206.11333728730332,203.75110617943503,199.8014997731983
186.78696851197802,185.93483122023457,199.66667602623443
210.03642342874147,209.10473164079352,198.5079054429863
198.32812387458338,198.9142413161058,202.48906292408827
186.77062807972962,188.43465196298538,198.33978847742148
198.76736982345665,193.87306784044992,199.23200689913855
205.68370396092996,200.85605138183627,198.84932974371233
199.2615864894212,197.17334846941372,200.16312741537206
186.46175452842743,182.56577479073144,199.80904512430405
203.59442960067372,197.53400677817837,198.09496695631358
185.04285900322114,179.76424664041608,198.56917414302123
195.64694636249328,194.68037131012423,200.57267916439244
201.33870053644955,198.72765986850794,200.17141959480793
187.3635985869026,181.18654517462454,199.77646128536065
197.43576482437356,195.85540007945065,199.09653689846613
195.66863217217488,191.44907635722882,199.64608224233217
179.35891727163374,179.37203922931226,203.08755234556688
212.72319177410145,214.6859973710742,200.3360829948451
196.1693658942941,195.51343845378472,201.9852771830242
210.7883898006652,212.4389815713537,200.10347396397222
194.6989645458434,189.5299090116099,201.2323225403061
183.77080986744846,183.8045742605617,200.7419542538255
193.3675914841377,191.12316644230282,197.83908510800327
205.31871879612694,204.17352466508171,201.06478172010148
209.72734857379172,209.43908915266968,201.57117509351193
190.1165038517446,187.45790143097608,200.9467933469351
206.20906703237063,206.62692800881803,200.77858774591533
212.40627765727172,212.8147817395876,200.7477832145794
195.19372452120018,194.46804725896126,199.82680239019146
192.76304355465172,192.66039933483614,198.9244875550941
199.9412039605307,203.45704327772773,200.62836570928704
199.32415796223393,195.48494587214347,200.74316811775577
191.4482633928667,191.39743807082874,200.2527524340034
204.39900866173255,211.57019886408074,201.24927692835462
192.93001134287954,194.32288828145488,199.33662608934003
188.34238790922194,188.85755679934815,201.55610188948455
191.55737741904449,192.2741336013738,201.23749221550338
190.2553341665194,190.6246284312526,201.33208141731973
208.76603312454455,213.37485079720935,201.2687778489827
191.14032446689245,190.68225147458014,201.1793092156799
228.48837113601903,230.10079790743404,197.9657398463734
202.76816836276487,203.4524404701161,199.8807762363075
188.7730430294317,190.12723297386395,200.00098522879745
212.3058386795293,208.5900560037356,200.77781421234866
228.84562544527503,228.04268778222482,199.56726242251486
203.48171849381256,204.03861019004844,200.3478042546199
210.79893471347413,207.7448436485705,201.34188854291102
200.0311511331539,200.03596291330703,202.1884452876106
196.37027890643108,193.3207667625649,201.5817714044955
196.2507000877259,195.69853106878492,200.453008246114
206.38580423634286,202.81968190014808,200.01702474940888
203.6811009979309,204.81056521964422,200.1241390653436
190.0646247913306,190.22538016793902,200.89743792123377
193.29489186249353,192.35498231050772,200.0483245396873
194.68177675055324,197.11865788969865,200.41772637645315
224.33280965018423,225.69124029593402,200.08485647924167
240.39241589470697,235.9973805086863,200.7040892038973
213.76476519852326,210.0211129149717,200.9442185478885
181.83199112366094,181.71366152908746,199.47687235167922
213.3920158018107,215.27865971531946,199.3099541938066
185.59393136370056,183.04684188193352,202.51338735992937
195.43396242333705,196.76889502323576,202.3718183149447
199.52227960537908,199.98063518376983,200.14543498525327
206.40820254149776,205.0380167767901,199.5398602275488
195.73697483454245,191.38821504904556,201.24062511578472
195.6487715195407,195.00336524196533,198.4604402219837
210.39113366705996,208.41010982975817,200.78977673617106
217.82879777078324,220.77623371572935,198.5778453710874
204.1891374786722,206.61251484384422,198.18984452460614
200.54974770556302,197.54047344445263,198.94981774611844
201.682158496055,202.14846095098963,201.36911702194598
181.34630647207405,178.91429227548312,200.18253747203508
169.77680343079436,169.9190772579497,200.9619321421485
208.950191327673,208.75578015802355,197.4276636592851
209.2280066833821,209.21622745083013,199.12478760000928
207.63856938414975,205.42612348821774,200.44638152276067
200.04585782093625,199.52882342960194,200.14618440430604
204.4273913209372,205.12570085634187,198.72745551839895
208.26085971607753,210.8361472721818,201.68140190417148
210.86156424715819,209.95850754003678,201.58566995932793
192.65174292034797,191.05761230437065,201.76287579415245
225.69046767486796,227.03242119444215,200.8408949065524
198.27048150265108,196.36169986456716,199.62432039867826
192.28852470436394,188.2373246749425,199.19816048508102
212.3123443800352,211.5635399835345,199.96479900184363
204.134976341008,199.59674377320246,198.0189506884875
196.02912665966392,194.19559626278615,200.75873384239526
194.98838930474562,193.76332157923264,198.64778273091414
222.26456818156,223.17672042681397,201.44292209954497
189.81298399201464,184.04018847652608,200.27512211672422
188.77051977236556,189.384452167557,201.86201649252178
188.78988990896994,188.20012613186535,199.2405235198555
192.03705337152468,184.7102763597721,200.44701756331452
198.01239730918337,193.66465703928168,200.86566179647943
203.0508536122625,203.72037527697339,199.23220372450686
217.33786417291677,215.91969489679664,198.65054681947672
184.92661261841133,183.1212609758678,199.48036222692286
211.33819669096738,211.96012716862396,200.71580104874985
205.81261097573798,204.64183131742698,198.6064899368603
214.57730297092283,211.69815144780722,200.9767080094839
178.80026257287713,175.68743320409362,200.1682324510443
199.3289999137331,198.36375552463588,199.30214908661878
201.39371924425544,200.70226391322822,199.46235069240512
210.62322652055636,212.30015535318165,198.73753567825418
182.27647178764786,177.435023238586,200.72834172552737
192.63333119287267,193.15045352969875,199.17060194657483
192.47941552904163,190.7476376830686,201.9049902259743
219.75693406462287,219.93719759435282,201.9558841991674
201.56846177956112,201.04640806484687,200.58251871789037
208.08729506648234,206.78101946386354,199.5718861355556
176.87660997388943,174.87221882369698,198.92979999357414
198.72664203753894,197.5679999106431,201.2472020824987
192.8556905946197,190.851185417683,200.56434866035403
224.43592008043214,223.84575755979793,200.08051472911293
204.85317713770743,206.47837132369216,200.4068410726975
210.85267647178708,211.54508231608617,200.540153781358
193.7400226892914,191.6961803271455,195.6281451547162
187.8049309359918,185.84314191476363,198.25571417752005
211.16657844253405,210.08674461144253,200.32421313528744
193.99167204484215,192.78308673029707,200.85692088729922
208.3290170425056,212.10683162004312,199.96529659314754
198.02619069667873,196.2160364810358,198.76585380545276
210.9098543965687,214.47034189668986,201.1300312788777
205.84214513828164,206.20328602145264,198.5982838991644
197.12921186247624,193.74507403395026,200.53004663693244
196.5779172026518,196.94209029437505,199.77690342610697
194.31322848394208,194.86088980813554,200.7636008854544
186.44418560077116,184.18268414948565,199.69677571421687
212.34431655405288,211.39385796584241,199.5978451319587
201.16799484045862,201.06964379663071,201.5844510090416
180.33995631508566,176.2677451307301,200.45330077064133
197.18340257433522,197.38861176784718,200.16144352183775
197.01525193216253,194.9015917632656,198.39663575130257
210.25999053489298,211.1384907221481,199.26548885395056
218.0355206006679,216.5515812887938,200.20902131286584
207.14564517563008,204.86024111247633,201.39524242336384
192.8013327289712,194.74881063694744,199.98742477973494
211.2348885367722,214.4439073071395,201.4183106619463
201.00810660171928,200.32530071197695,198.74325579483866
209.43393536103991,207.35471579218313,198.8263846532252
198.96578643302567,194.82461211340404,200.52590444842252
231.94438572880773,228.61120842352994,201.1782416090225
183.49584756117184,182.39108799508878,200.1711719977087
207.69176293324062,206.61995473463293,199.83818301030118
195.259711561324,197.3578845457291,198.97138166634818
193.81302901056054,194.0727561101811,201.14493921095865
207.25904757795792,203.76721821630878,201.85200939592187
197.01597785666542,194.717726510735,199.7001377432267
205.15972200770702,205.25635915547184,199.74353788175503
184.64904790906348,184.6022867673517,199.0574826719074
194.86037130689397,192.76349665298463,202.19664078621798
205.4124946530768,202.6242974054463,199.95580345152564
197.16523041157103,196.03352086839266,199.91207270388028
209.84028781157582,209.74711218831533,198.71000620182463
197.46768868862597,196.4375724124402,200.22337585793034
191.74880418947131,191.44678516105816,200.75140342701712
181.77277607872338,181.30279374902602,200.19002263227662
183.17998679576723,182.84103267354658,200.58292578912983
209.4343278598979,210.3507772237097,200.70808569932782
199.27467421452738,198.58636242417555,202.96094507251306
212.567162919929,204.87008256131782,198.60208868648468
205.3038531266037,205.3829461675795,200.15804350967133
192.81312553443067,190.49399077963386,200.71816874403797
171.27714368462327,165.73783584412035,201.4318996290014
208.9299055203489,209.33444987557223,200.2077180351056
199.6447244243312,197.04570235352367,198.32389216036577
209.84477477593506,209.6073911209503,201.1471283451179
201.3617929012153,197.4864792343071,199.52007920966227
193.08669823321983,191.0603523418711,200.01562559903576
228.34459894708354,227.2898282683934,201.10040414848086
212.101952170117,214.05926709337822,200.08954956773903
185.27945012718334,183.8172773470326,200.99933435324778
207.46506303338302,208.23815364122996,199.576760500198
197.9974265939718,196.19356614208374,201.59775685358812
182.6465641062288,181.88567790447843,199.295686042529
196.3539903480101,194.84977471675927,201.42660046613344
198.88314716567848,198.02501021446338,201.46771574361367
208.93443505937006,206.6677965234409,199.8309460476119
209.69854510630316,212.65992902239094,201.52250700614982
209.17457053013857,212.58219631074948,198.16127863177528
199.63383373605566,196.4038825557452,197.97023500021461
212.84570645582573,213.24528196344846,198.76539909580376
208.91495045391648,205.85034406624533,199.99341845218427
213.26106503677352,211.58972550605662,199.68046319533565
179.6223873382325,179.1117805415409,198.11618284610623
194.0952714214717,191.86184096393563,197.7547652311325
198.9010744309588,200.08649147986182,200.33515500580978
193.8846681531605,191.71665062676274,198.8526515994023
223.68126463736283,225.42320508899044,198.96578352917243
185.14122352559195,185.0889935995813,199.62093802770536
201.01780563112007,200.63396991659624,200.14829123801556
187.08312602715162,187.24982680679358,198.5561811318757
182.7337417786516,180.23606891767056,199.6754171337775
188.19644857794404,188.338435351995,199.8805813432368
203.7670868081909,199.58837259184435,199.30646886194734
195.33856226252615,190.29253902910418,198.91720077760166
206.84783369131,209.25505347569614,199.1174845017389
217.65083881515287,219.95763005970326,200.57717229137498
194.2989325142819,193.26190579303213,200.89895670371237
187.80528883771458,187.56206201586278,200.14655141220655
176.69086937780318,170.6595164784297,200.4667709669459
211.2680429284674,208.87701311990222,199.69068541778532
199.27692531604947,199.9994497564428,202.51794500005602
189.67556240131836,184.85523744251248,202.0103831200295
204.9189794819333,204.13772807170582,200.93316505768274
191.53253326249293,190.38813192292045,197.5094625504231
194.73529368247372,195.38347835816896,200.97863374688762
190.32834286906728,187.90817942644856,199.6198019613632
214.18649693371378,216.55610874475946,196.5263539410604
215.45467773218522,214.7859298688656,199.84716828190787
202.88803683639065,204.4252719688838,199.9325920742375
201.7080664612764,200.5294295132949,199.39068928702937
193.92056042418722,190.8161991041742,202.21395166944632
212.7487068376556,207.61599119049728,200.91018708121152
202.05886023159732,199.90552277207246,200.65658958192674
183.24497291840984,180.10791847616164,200.8294445213898
199.14885523741663,199.60027428907134,196.66313636759014
195.53551957065608,193.12876943120122,200.16721796507102
226.92234449892197,227.59666121674502,199.00494195014693
190.14976451013277,191.140604116178,200.43300255700848
171.9745055752954,171.76408882953416,199.1698324953196
203.84903252414742,201.46281659324566,198.97274583755026
193.47436284072708,194.13772449215367,198.98448508683003
202.29824751934373,204.9034820546599,199.84129119510695
205.2838045391972,202.72726047939832,200.8125827527348
184.36945588191128,181.1422734171181,196.44810112327932
209.04976271452824,206.53586541211106,200.75753745044827
191.02567165337447,187.12423107783943,197.65710237960104
216.06762136338784,217.81741680940016,200.84554390506045
193.43210763532647,190.50353217889176,201.31712964868595
189.12161312417757,187.46626889802872,199.59317493617598
136.46935410893636,123.45352098112416,201.9529342121511
213.86018588073009,212.77496048137397,200.76191057411907
199.8203214505317,196.13602279974288,200.25602547602765
204.26792575631436,200.47489924075128,199.1542268450785
213.85323312530147,211.07912048736281,198.97942028879783
203.76957992119637,203.33223074857995,201.16827474775891
194.6883952501757,191.93363613657326,200.08241061498288
208.81815509206265,208.20325744355281,199.2951208372036
201.4993303421352,200.90004016626153,200.55129221229765
195.83848458380206,195.45011245661647,198.94216613871524
202.6353894771646,198.8055583620619,200.25930387502225
200.55882318665272,197.31929223715392,200.80377653321256
196.83081994852907,196.33501809213104,200.78694154560893
192.96361553189405,190.5108174965626,199.19742516002097
177.52597415327656,174.49621872939605,199.3276924126345
202.55473134498752,200.27755335800677,197.685547433927
198.92779515536137,195.79707313460995,201.03526530163316
234.21744312714665,235.20057998423056,199.7643271150127
189.9109866391162,188.25410944179467,198.9317176146885
203.91612545511472,198.21808093564954,198.353761996588
177.3584123377118,175.6316751464859,203.10247221520004
201.8070552161051,204.51647255147554,199.43396326463488
197.12726023548908,196.61475142105118,200.76986540136568
196.22059368176548,194.83118276549789,200.84811265825832
227.61236853800264,227.80596702350405,200.77985770126224
199.3157346183894,197.07093572519005,199.56878010460437
179.51389335814545,179.3687257286835,201.54521850975422
201.47567103225774,198.65674792917207,199.47094374648773
200.28583878832544,199.93789982316423,197.7861879547734
181.9431876666684,182.25337069794227,198.0294666223262
189.47663968766327,188.18012626227423,199.7916244947369
222.18584559705263,223.4245545216739,199.65338516913448
208.66223828814833,210.18672437136743,199.31870935906443
194.29047361339315,198.8964236221583,199.3045561998088
208.51538675489863,202.6680168665567,196.66933812246035
208.82475325187258,207.2354574153071,199.2523597652134
199.60431479975887,199.85317521137992,201.72790312636886
210.08354753664955,207.05085171157356,198.6283957507362
205.65679336329464,202.34897974285673,197.7764588530329
199.83988580263957,199.39938021781975,200.24330597818624
181.03133327732974,179.79199766752842,199.62634674241409
191.7620315004159,188.75341854263917,198.54436941784678
195.7686126999729,194.1812589377849,201.5769341449034
188.72932237560002,186.3501073756392,201.3288423245508
198.05216457246365,194.40135007349562,198.1494432242119
191.97846712380561,189.80406482594742,199.47616962248682
184.38785753499295,181.3111934234462,201.37598215183294
193.4960458367804,191.97403953412933,198.4667788601139
200.6918151683037,198.54950621944906,199.5536358688717
192.41985061755398,188.99471994759574,198.06154583199512
190.45483782834543,186.0517695307922,199.9512080557691
201.08438049144107,196.94539508132544,200.45273885221616
202.34412313483267,201.1792484714065,199.8066060710371
177.56781125886442,177.92701240563767,200.40982937796846
207.44091593902334,206.9853767820492,196.77402262755504
204.51048483661822,202.20790526069368,198.88453512641374
197.470615143964,197.58660093378853,198.96928522780746
207.93622951399192,208.8806004223305,200.28725608223587
207.51430291081448,201.33811767098263,200.49120654521366
200.77065640001558,200.54720472691807,198.7331683799201
189.3602114340353,187.2995624824085,198.47556359047488
214.20240503714854,215.64560889758636,200.77412426814
182.54607460037528,182.7216075106429,199.6420131842379
199.5474348069677,199.96867517809767,199.50903374128222
210.45216310646902,209.94095436949036,198.6148954602624
191.60808459595347,190.73186864141934,197.25762530566405
209.58285433664625,208.3595552816295,197.8111598893726
177.4337822412894,175.57530551355063,201.5211144276861
192.60785476928507,193.58199159617467,200.75759296318952
203.85699622746176,203.39343182079952,200.74550524566354
188.5297296733961,185.41312557738934,200.59733105552814
235.36421167500217,232.44241442503127,202.86607669148253
205.76094058044592,204.9210602003222,197.6922516688497
205.10830728966565,203.80187162363842,200.28080823928659
212.68067332158552,210.8476001641724,199.02828900935214
202.0808942356071,199.5386260322075,200.9090301192737
212.299826367354,211.58547199819657,199.4373931212071
221.14032138883493,223.13682341947026,200.1616884167228
205.35816876485703,205.30189847947798,200.68621133705244
203.3102040115382,198.4275123908365,199.50207479331587
210.18676383518763,212.5645140128457,200.32254924813884
207.37861914410152,207.334817919643,200.44972066660907
220.4805447546602,222.86976274276572,201.0947982275119
201.180154314458,197.2238124572656,199.77146953614252
212.3463914397083,210.50398078261634,200.51729106526454
197.9699356624241,197.47033784737582,200.9244255730335
195.13916047643616,194.54569602447066,199.6415497233256
176.21816748961777,173.68601664003793,201.11553968840303
206.59678955123837,208.8697865896874,200.0322634387862
206.98598196394022,206.54452483137914,202.7307503672789
175.8308250731683,174.38860980244024,199.21635537187183
197.85812876085515,198.55165693265448,200.86082629686962
196.78484298591744,196.22445185226425,199.21378105117446
182.65414690954353,180.5888455787575,198.5896538381815
187.81962678137637,186.17132964599247,200.11492398676256
212.96525064723298,211.54814972912678,200.09538589535327
