metr,metr+x,x_only
135.9931454,132.0303797,126.7684117
118.3768775,111.8915353,127.4753026
93.32132632,93.10431316,126.8019468
118.0343263,114.0812323,126.751262
135.8850361,135.4841257,127.6795394
122.2033461,122.0488851,128.4847738
105.3655806,105.3115695,125.9815074
103.3831568,103.0921533,128.6579489
154.2095312,141.8290365,125.9661015
133.9873998,131.5842257,128.2534433
123.8875358,127.3611851,129.6116991
136.1979386,134.88345,127.7636139
126.5140945,123.5652575,127.9356921
115.152699,115.2476287,127.1077261
138.788826,138.7407762,128.0385968
132.6571662,126.3478239,126.001587
130.217852,129.8781704,127.4117922
135.7315975,134.477052,128.5656003
124.9813718,121.4479325,126.3513033
115.3644626,115.066759,123.7570399
103.2170936,102.7325093,127.1176722
134.0309172,135.3589025,125.9085379
136.4699057,133.8470341,127.4633793
120.8955255,120.3623667,128.620985
112.0534842,111.5367071,126.5961797
141.5122943,138.5557114,128.5153245
112.3907626,107.5744655,128.0474081
145.6380574,148.9045334,129.3852609
111.5580669,108.740184,126.270232
116.4992539,112.5160708,126.9511547
134.2293496,132.1830057,128.476149
132.8812664,132.3946157,126.690807
114.9891146,111.0672845,127.232233
162.2762641,161.1575926,129.5035226
149.6343312,147.9480072,129.2594112
97.2860676,96.19110993,125.4777984
145.68814,142.3344804,129.0191602
131.2209002,128.8596549,126.4653372
117.4625967,116.0025608,123.1408736
131.0320919,131.2232315,127.8368266
116.102488,112.5542692,127.3750102
121.0673653,121.9441225,126.114527
133.6243733,128.732472,127.4854923
160.3697836,156.7419456,126.4350288
136.7366127,136.2648731,126.3631364
116.6899232,114.7710023,127.9491856
134.6989899,133.0767376,127.1540428
122.754462,118.217678,125.6679799
126.519948,122.8109872,125.8650904
119.9997394,116.2992946,125.5614557
128.172351,126.3094604,125.3980499
118.8716896,117.815016,126.9134775
129.4768076,124.0916151,129.3581655
142.5235547,137.3110679,125.7547582
122.8935368,122.2342483,125.2520687
128.0670245,132.0772706,125.4230173
145.0460614,139.9169958,126.2633828
129.3446785,128.4061259,127.6419773
134.3291588,132.9407141,127.3700622
163.2179607,163.3265161,128.6093344
140.0500303,138.4765748,126.3914709
134.9835047,131.796913,127.1061334
133.9633224,132.7516706,126.2281977
140.697131,142.4523982,128.3376028
141.5675628,138.1970213,127.710547
140.3149406,136.5499103,125.8786212
119.1092902,117.1767799,126.5067386
109.7540734,104.4511559,127.9192941
133.4164426,134.3077869,128.0095356
114.4732766,114.4772501,126.7758672
124.6462361,121.7367264,127.4078678
113.814567,112.8165521,125.3223566
181.563941,179.1054205,126.3904681
103.1979143,101.3488588,126.8410207
133.8953042,133.9037188,127.8779653
124.0856217,120.0738671,128.1214091
141.7784925,142.2819418,126.0508163
125.4341529,124.12795,127.3797611
110.9753554,111.44035,127.8023211
124.5158076,120.3594116,127.9950475
130.2326667,126.2390495,127.9125864
105.9588924,105.6860762,126.0436828
110.1219211,107.0953933,127.3114758
123.7501755,120.979042,126.4046939
137.4989647,142.1512337,125.5262466
107.9707643,102.5271497,128.9513348
145.5850446,144.9771847,127.3504664
124.4970073,119.9630533,124.1057535
146.649461,143.7838064,126.6300147
148.2849442,145.8363349,125.4709603
121.0576046,117.7593203,125.3117459
130.4779019,130.0095236,124.7146214
109.8051636,106.4986493,126.6735342
139.3517075,140.3274354,126.8201567
123.8789944,123.1089108,127.0848236
145.1697838,135.8391179,128.0758401
133.0367587,129.8681049,127.7894968
124.57159,117.9980975,128.2934692
110.9214686,112.1062868,127.5555546
141.5935608,141.3157876,126.5420317
138.7013607,140.4066634,126.7738806
132.5952044,131.2262353,127.3767048
116.0176881,113.4790504,125.8911269
146.1004114,149.4460498,125.7768697
108.5797303,106.5226097,128.1568173
140.4920258,135.5476361,126.3651171
140.0032022,136.0725365,127.6869183
108.9706824,104.8541878,126.6824668
148.5744485,148.2947429,126.0711988
148.1258712,143.521563,127.2648637
121.0857682,119.7556282,127.9003383
137.0459242,133.0258493,128.2726165
139.2537147,137.1079979,124.0104227
149.4674179,149.4516,127.5308717
131.5423447,131.6227442,127.0846293
120.5903382,118.1506999,125.5983362
117.4854848,115.4758381,126.3423561
135.0372684,131.641235,126.1113796
120.2979719,120.6241496,124.0852089
130.4460569,129.5851682,125.676976
131.5019672,125.9838587,126.844659
146.3275921,144.5719291,126.566097
108.7659907,107.2966353,128.9073438
127.4449194,124.2470823,126.5080624
122.1540941,124.2618917,128.9156462
111.0671589,109.3807966,127.73112
110.7520001,105.9029449,128.4049004
132.2152121,131.3593708,124.7446994
123.7200622,130.4140239,127.3653053
109.5502855,109.6429821,128.686164
122.1767804,119.6758881,127.2654583
126.8616662,127.2171434,126.2032245
110.5711409,109.7954311,127.9799607
131.2423684,131.4884691,127.622967
135.2201631,135.1999204,126.5477274
119.7120961,119.5971918,127.5219306
149.1093141,148.5705203,126.9187182
119.1873253,116.9659585,129.2487701
141.4777134,141.1973973,128.1977069
114.6048502,114.5054578,127.2828322
115.3975706,116.5194794,127.5376731
140.3367704,138.9094794,127.1123409
113.2998422,111.6363944,127.1672223
111.3385907,108.2673756,124.9278435
128.187648,128.4639959,125.9862474
122.8771699,119.3209647,126.2472336
128.3010225,127.4974957,128.2225206
166.5219845,165.6455058,129.8662922
134.6179962,132.3592774,127.8991873
129.416747,129.2370958,127.1096635
134.3809645,132.0044991,127.1202784
113.7837047,113.525887,127.7279629
122.0680635,121.3165906,126.3059265
138.316119,136.5638988,127.1123306
112.2767769,111.363022,126.4337413
141.1527935,138.6606694,124.4401053
130.8037654,131.7706692,129.5006085
129.6300781,123.6345487,129.1408967
118.5228163,118.3112134,125.7544526
108.3284644,105.153243,126.8446231
121.1751732,118.2057526,126.4712378
157.3050181,156.0207479,127.4492281
139.0434901,141.4328665,127.1432446
127.9066662,120.7855767,130.6852634
131.9423914,131.016128,127.6284977
124.133196,120.2445982,125.2900324
129.3063218,127.2192722,124.8255077
115.0817181,115.2786901,128.4735219
134.8645006,126.3606021,126.6672461
116.0984837,114.648997,125.4819821
129.545217,127.5950736,124.3934504
133.5034613,135.7724335,126.9128238
116.3506495,114.93458,124.988841
145.905553,144.661014,128.1569972
121.8163261,122.5687486,125.9078286
149.6860138,145.5034508,127.5282964
142.6608987,139.4975449,128.2562955
136.2538436,131.7636335,126.0863204
130.259126,125.9571492,127.5841602
106.4485526,106.1852869,127.8983803
134.3081064,133.4058113,127.195198
110.6147697,108.713542,130.3164391
142.3186914,142.3721684,125.3858368
118.8218097,116.5165018,126.5364546
122.6068369,120.3372264,126.6723067
109.0627121,110.1170803,127.9929891
150.7249404,148.5244213,125.2676829
133.2837277,138.8985708,124.0154371
130.230926,128.1997604,125.2177635
115.4065585,112.1434435,125.5509483
140.2098415,136.1137707,127.5603632
116.1568414,117.6521763,125.8928238
130.5334085,130.0837011,126.9854784
133.9038813,133.8845275,126.4399234
136.6930281,133.7543398,124.2656171
138.5337188,135.5079934,126.8713692
128.6558296,124.7467056,126.5986928
153.7222599,144.8424744,125.0685029
132.6908818,127.9936576,126.3563949
118.4042872,118.9652006,126.5988066
126.3571504,124.5890674,127.2726502
134.1550109,132.7391599,129.1707824
131.8968304,131.0258893,126.4743784
132.5654854,129.1145983,127.6581041
116.0141299,110.9549684,124.8146363
112.7312957,111.674982,126.9310398
146.3291894,148.109224,127.0586398
141.3443134,144.0337146,126.9714481
135.365092,132.9715588,127.8707959
149.3519133,150.5206163,125.401042
131.9484206,130.9232753,125.1411001
137.5112843,131.939842,128.9022173
116.1739028,115.4530178,127.3758405
110.8938912,110.8150741,128.3826649
133.4802541,132.1483637,129.8368925
125.9677231,127.1215894,127.1184411
125.7269195,126.4782681,125.2420071
119.9760782,117.1301914,126.228266
103.5925946,103.4091928,128.8452342
124.8125091,123.502662,123.8623319
123.7376023,120.192346,126.0563512
133.9734697,134.8105403,128.1682193
151.4244251,152.9060395,128.5752503
130.4702022,127.2905311,128.2973304
162.7704198,157.8253694,127.5825152
138.9945976,137.504613,127.0796247
133.1090084,134.0836732,129.0957865
131.2154451,130.9821517,124.9293868
135.7027239,131.3064039,123.8094145
135.8840767,134.1975176,127.4613591
151.8924023,147.4959171,127.0694207
141.408972,135.7124768,127.1532268
132.5805108,131.6918413,126.7563712
125.073398,119.9390094,127.6877414
162.0453975,153.0947086,126.9969343
136.0951707,135.3365684,126.3488669
131.1691374,130.895899,124.2502428
133.2441831,131.2689448,130.4691627
126.1607064,125.0558232,126.1936992
111.1717858,108.475859,128.158062
120.9703074,117.8495775,130.1039875
134.3823081,130.7367272,125.7106639
137.9420368,134.8189622,128.0318149
136.7500526,135.2537671,125.4597746
112.9869037,109.4922888,127.9970086
113.3187337,112.1329448,126.5347095
99.37159247,98.05337158,127.1979733
106.7145933,108.2097568,127.3016186
122.7859765,121.1353687,129.0352065
129.065069,128.9078569,128.3494543
126.6877544,125.6679915,126.9086286
113.3290524,112.8091763,128.7844864
118.4480014,110.3530052,128.3271654
105.6359591,104.9478261,127.2963459
140.1590353,143.1093846,126.8937939
122.2102627,121.4865807,129.0306831
155.254162,145.2555821,126.5848467
122.3240957,121.5440206,126.8807541
128.5206079,129.11961,127.6852519
123.3886081,122.1294299,126.1517159
141.7718253,134.7468688,127.3826055
115.7694909,114.4491796,126.6794172
130.5166262,127.5195333,124.8144782
154.8956299,152.163357,127.9604341
128.4573731,125.8659491,127.9052662
123.5719473,124.8370879,126.4338228
126.5042587,124.4728159,127.7809726
134.0926175,128.7954183,126.7891971
129.6867774,128.4073871,126.8413505
117.9681142,118.3807974,127.9039585
147.2099086,140.2697691,124.9180585
154.4739688,150.0003722,127.2517419
138.4998988,132.7475966,126.9045488
122.0233064,119.3838551,124.5108133
150.5002271,145.0160194,126.1805581
143.0096132,140.5026482,124.9292282
147.9090842,142.8883573,127.4485493
146.873064,146.320337,127.8829657
128.710841,127.1421582,124.7022099
112.5513944,111.5275429,125.7579967
99.1638342,98.12492782,123.2385802
142.7808098,137.2152865,127.2253464
127.3661116,126.7675337,126.1543139
156.4976189,154.0172722,127.949662
145.3888759,143.4809524,128.3151496
122.9107776,119.5150511,128.8372933
137.0278986,137.406224,129.3681659
118.5629719,115.8163861,128.7345593
126.5601169,127.2801856,127.3417923
121.7735016,121.1974029,126.7568682
116.9079265,121.2316549,127.5824392
124.4975195,120.6741865,124.7238942
130.7273992,128.6072204,125.8714289
165.4158766,159.2646561,127.2108015
119.0000607,119.3060008,125.0265262
126.8648191,126.1425706,126.5301159
133.9125188,133.1297854,128.1649994
117.7925957,115.5231038,127.5522427
119.8519398,117.7689134,128.137431
106.9050135,102.6034107,130.8689912
130.3111547,123.7507241,129.4844765
125.2777734,123.7091467,124.9634114
138.1395226,142.9142107,123.297705
123.232554,123.7986059,126.4632753
130.8337307,126.7283563,129.3168778
137.8303944,139.9705657,127.7018396
135.3879519,129.9899236,128.2471381
120.2912374,119.2663401,126.9223298
122.7142679,122.5273039,125.0753414
123.7825381,122.9192622,124.2261209
135.9524383,133.5748601,125.4845166
124.2368453,114.0802881,126.9774868
109.5387142,105.8081508,128.9738306
128.5880649,124.3822322,125.7509928
158.8968249,154.5180621,127.5345876
132.6176352,131.7096135,127.3466094
132.5517248,134.2981419,123.8231531
122.257786,120.0368964,128.2669843
148.8444297,145.3574783,128.4997915
136.805228,136.7413505,126.3718414
124.4329248,124.4730165,127.962696
131.2605215,131.4820487,127.2631179
107.9535763,106.525496,128.796166
135.3335674,132.7797268,128.1033065
138.4502511,137.0778162,123.5488495
135.4119851,131.2470653,127.2155497
119.2019998,116.6024498,130.0962969
140.1425478,136.4718362,128.5398695
93.80669402,93.42315469,130.1954274
117.065483,117.313116,128.4616702
131.0872802,127.6717506,127.8180269
127.3355306,125.0283289,127.7145547
149.6060141,146.5340277,129.3833198
124.0500974,121.1644277,127.2494639
138.4596982,138.0898063,125.8844975
142.7783519,142.5105172,124.9101512
134.3371716,138.2023332,125.876595
127.8651284,126.9209383,126.8110939
140.2673531,141.7776164,125.9306407
119.8831056,115.2096985,124.4902233
118.7998233,116.2669188,125.2576385
92.91953529,92.94835641,129.0909999
150.8854358,150.2560313,126.2262934
148.9125475,147.7036481,129.7716839
124.2340169,121.2579985,126.4391514
124.2577221,118.6467665,127.6945123
130.2331989,125.8554617,126.4710427
89.93839788,88.90627948,128.3661401
122.9508483,120.415584,127.2960284
104.3628995,103.9085866,127.3140716
125.7215628,124.3524596,127.0268872
124.5859967,124.2360903,124.4440996
113.7042224,112.1211113,128.7047472
127.3689156,125.9778626,127.2941638
123.5527404,121.8657251,126.1079509
129.5396852,131.6593518,127.1649755
122.1860146,123.2191126,127.8729972
138.041874,137.3314036,124.8051315
138.0725547,131.4664375,122.8527729
124.7727515,125.315819,129.4046013
134.034826,133.0891576,129.0225199
134.849313,134.5446516,125.4228145
131.2853464,130.2735557,125.225572
128.9922307,128.864513,126.0037071
134.7678623,133.9637034,127.3055343
131.8431928,134.8050301,124.0471201
127.4414049,124.0780603,127.2742884
147.7465605,146.4597838,125.7413083
147.2598529,144.4482322,127.3745352
134.714491,131.1791744,124.8094399
138.8630157,134.0459675,127.5073001
118.4138412,117.0240152,126.8552883
113.3773288,110.4332525,127.5495362
127.3400339,123.7859766,126.1866226
121.2983935,120.2416952,128.7977774
111.3907703,108.6369239,128.6345233
119.3052884,116.2472225,124.8266551
121.9467661,118.9200248,128.7256299
153.9570669,147.7888011,124.0172076
104.497835,102.5086349,127.9450767
135.7252997,132.1619912,126.4095344
112.3983294,114.6988932,127.1346544
134.3638057,133.4950692,127.9605089
153.2048649,152.3893053,126.787825
133.9904428,135.7134093,127.7671175
91.9470646,91.07409107,128.0030525
110.138595,110.0025018,125.8190236
134.425228,131.6618485,127.9721083
122.7741801,123.3954406,127.3547792
120.9500888,119.6155745,128.3711891
128.8687469,128.6365669,129.0067633
139.6321103,139.0701214,128.7317519
138.362588,143.4444095,126.1503787
112.2490431,112.6018005,128.4507159
139.8144862,137.7761947,126.7044672
135.937612,134.3536372,127.3103484
160.7079136,160.4810961,124.7624898
136.473507,136.0566373,125.9278959
159.2162329,159.7706527,127.412497
113.4427687,109.7071716,127.9188842
121.9036632,120.463723,124.2477915
126.7268852,123.7743853,124.8088946
117.6596776,115.4624167,127.3832043
129.9774531,121.5799856,124.07261
126.8113316,122.224594,123.3000616
97.13996006,98.32596332,126.855826
132.751139,131.1111556,126.6354861
122.9483112,123.9686905,126.0499187
137.6429089,135.079337,124.8296021
122.2976982,123.0491347,126.8082093
124.6226472,118.5848014,128.5991537
143.058934,139.1046586,129.1496535
