task_id,task_source,human_source,human_minutes,n_successful_runs,log_time_std,degrees_of_freedom,log_time_std_shrunken,sem_log,metr_sem_log,gsem_factor,sem_source
auto_days_since/fixed-date,HCAST,baseline,1.995,3,0.5054083105,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
automatic_jailbreak/gpt4,HCAST,estimate,120,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
backdoor_image_classifier/3_6_hint,HCAST,estimate,660,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
blackbox/acorn,HCAST,baseline,12.043,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
blackbox/apple,HCAST,baseline,17.6,3,0.4048249543,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
blackbox/apron,HCAST,estimate,10,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
blackbox/autumn,HCAST,baseline,36.719,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
blackbox/beach,HCAST,estimate,10,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
blackbox/charm,HCAST,baseline,63.873,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
browser_test_2/alphacode_2,HCAST,baseline,9.74,3,1.784649248,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
code2code/easy,HCAST,estimate,300,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
code2code/hard,HCAST,estimate,360,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
code_completion/check_none,SWAA,baseline,0.0845593587,3,0.4297898384,2,0.3653584304,0.2109397882,0.45033321,1.234838001,empirical_shrunken
code_completion/git_push,SWAA,baseline,0.0637064223,3,0.2824181424,2,0.294800402,0.1702030914,0.45033321,1.185545601,empirical_shrunken
code_completion/git_status,SWAA,baseline,0.0694571168,3,0.08634043916,2,0.2341349069,0.1351778515,0.45033321,1.14474036,empirical_shrunken
code_completion/install_requirements,SWAA,baseline,0.0963721313,3,0.5338500022,2,0.4218864008,0.2435762271,0.45033321,1.275803565,empirical_shrunken
code_completion/python_version,SWAA,baseline,0.0656426422,3,0.435230903,2,0.3682058155,0.2125837267,0.45033321,1.236869668,empirical_shrunken
code_completion/type_check_int,SWAA,baseline,0.0972531156,3,0.54504934,2,0.4281943335,0.2472181137,0.45033321,1.280458368,empirical_shrunken
code_completion/type_check_str,SWAA,baseline,0.0440877382,3,0.1898607087,2,0.25982317,0.1500089771,0.45033321,1.161844673,empirical_shrunken
continue_pattern/binary,HCAST,estimate,600,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
continue_pattern/easy,HCAST,estimate,1080,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
continue_pattern/ternary,HCAST,estimate,240,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
count_words/ai,HCAST,estimate,1,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
count_words/at,HCAST,estimate,2,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
count_words/at_harder,HCAST,estimate,1,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
count_words/the,HCAST,estimate,2,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
credit_card_validity/add_check_digits,HCAST,baseline,26.948,3,0.6206521421,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
credit_card_validity/validate_number,HCAST,baseline,3.263,3,0.7162711023,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
cuda_backtesting/default,HCAST,estimate,480,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
data_cleaning_arjun/available,HCAST,estimate,6,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
data_cleaning_arjun/available_remote,HCAST,estimate,6,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
data_cleaning_arjun/hourly_easy,HCAST,estimate,6,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
data_cleaning_arjun/hourly_easy_and_available,HCAST,estimate,6,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
data_cleaning_arjun/hourly_easy_and_remote,HCAST,estimate,6,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
data_cleaning_arjun/hourly_easy_available_remote,HCAST,estimate,6,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
data_cleaning_arjun/remote,HCAST,estimate,6,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
data_deduplication/c4_pairs_1m,HCAST,estimate,360,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
debug_small_libs/markdown,HCAST,baseline,30.23,2,0.7173488221,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
debug_small_libs/orm_allbugs,HCAST,baseline,95.452,23,0.7717436215,22,0.8874010849,0.1850359173,0.162641243,1.203261657,empirical_shrunken
debug_small_libs/orm_somebugs,HCAST,baseline,83.215,56,1.297024459,55,0.8874010849,0.118583958,0.1042318843,1.125901399,empirical_shrunken
detect_data_tampering/at_least_one,HCAST,baseline,79.86,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
detect_data_tampering/main,HCAST,baseline,24.471,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
env_scientist/level1,HCAST,baseline,43.726,2,0.9465259326,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
env_scientist/level2,HCAST,baseline,46.443,3,0.76843452,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
env_scientist/level3,HCAST,baseline,90.457,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
env_scientist/level4,HCAST,baseline,247.834,2,0.2694163492,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
env_scientist/level5,HCAST,baseline,58.738,2,0.2514772992,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
env_scientist/level6,HCAST,baseline,171.412,2,0.2055350882,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
env_scientist/level7,HCAST,estimate,665,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
env_scientist/level8,HCAST,baseline,403.472,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
env_scientist/level9,HCAST,estimate,180,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
esolang/broccoli_collatz,HCAST,baseline,18.456,3,0.2162366739,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
esolang/broccoli_fibonacci,HCAST,baseline,22,2,0.4119838566,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
few_shot_prompting/default,HCAST,estimate,480,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
file_recovery/default,HCAST,baseline,345.617,3,0.5121836252,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
file_selection/find_cache_file,SWAA,baseline,0.058320992,4,0.1523262717,3,0.2340889015,0.1170444507,0.39,1.124169399,empirical_shrunken
file_selection/find_config_file,SWAA,baseline,0.0470904651,4,0.1426923261,3,0.2307578932,0.1153789466,0.39,1.122298648,empirical_shrunken
file_selection/find_css_file,SWAA,baseline,0.0525742238,4,0.3635660557,3,0.337886925,0.1689434625,0.39,1.184053194,empirical_shrunken
file_selection/find_docker_file,SWAA,baseline,0.0686250355,4,0.3933022942,3,0.3555684544,0.1777842272,0.39,1.194567538,empirical_shrunken
file_selection/find_env_file,SWAA,baseline,0.0540778269,4,0.3415805067,3,0.3251486131,0.1625743066,0.39,1.17653574,empirical_shrunken
file_selection/find_image,SWAA,baseline,0.0424809958,4,0.3119254258,3,0.3084860545,0.1542430272,0.39,1.16677441,empirical_shrunken
file_selection/find_json_data,SWAA,baseline,0.0375325306,4,0.1886678847,3,0.2480904009,0.1240452004,0.39,1.13206704,empirical_shrunken
file_selection/find_log_file,SWAA,baseline,0.0638138742,4,0.2873234224,3,0.2951811402,0.1475905701,0.39,1.159038254,empirical_shrunken
file_selection/find_main_file,SWAA,baseline,0.061190799,4,0.3583916506,3,0.3348617443,0.1674308722,0.39,1.18226356,empirical_shrunken
file_selection/find_password_file,SWAA,baseline,0.0551948292,4,0.1190564143,3,0.2233355035,0.1116677517,0.39,1.118141298,empirical_shrunken
file_selection/find_readme,SWAA,baseline,0.0647069487,3,0.921900016,2,0.6547402138,0.3780144387,0.45033321,1.459384014,empirical_shrunken
file_selection/find_requirements_file,SWAA,baseline,0.0593363522,4,0.6239511747,3,0.5042350202,0.2521175101,0.39,1.286747234,empirical_shrunken
file_selection/find_shell_script,SWAA,baseline,0.0433995898,4,0.04531958816,3,0.2080277418,0.1040138709,0.39,1.109615846,empirical_shrunken
file_selection/identify_binary_file,SWAA,baseline,0.0807100659,3,0.2280068768,2,0.2730971536,0.1576727151,0.45033321,1.170782952,empirical_shrunken
file_selection/identify_dependency_file,SWAA,baseline,0.0678231713,4,0.3714782609,3,0.3425434224,0.1712717112,0.39,1.186813176,empirical_shrunken
file_selection/identify_executable,SWAA,baseline,0.0428509189,4,0.1071485502,3,0.220025638,0.110012819,0.39,1.11629238,empirical_shrunken
file_selection/identify_git_ignore,SWAA,baseline,0.0441631174,4,0.1695691139,3,0.2404608727,0.1202304364,0.39,1.127756698,empirical_shrunken
file_selection/identify_python_file,SWAA,baseline,0.0947065336,4,0.1028246599,3,0.2188987498,0.1094493749,0.39,1.115663589,empirical_shrunken
file_selection/identify_python_package,SWAA,baseline,0.0807477373,4,0.1565832648,3,0.2356141578,0.1178070789,0.39,1.125027049,empirical_shrunken
file_selection/identify_test_file,SWAA,baseline,0.0678048301,4,0.2910634923,3,0.2971706699,0.148585335,0.39,1.160191798,empirical_shrunken
gpt2_algo_circuits/main,HCAST,estimate,600,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
gradient_inversion/resnet18_random_1,HCAST,estimate,925.635,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
hackthebox/babyencryption,HCAST,estimate,45,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
hackthebox/behind-the-scenes,HCAST,estimate,90,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
hackthebox/the-last-dance,HCAST,baseline,6.684,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
hash_collision/md4_modified,HCAST,estimate,240,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
hypothesis_testing/mystery_function_1,HCAST,baseline,9.007,2,0.234443774,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
hypothesis_testing/mystery_function_2,HCAST,baseline,14.499,2,1.314312156,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
hypothesis_testing/mystery_function_4,HCAST,baseline,10.153,3,0.3764062725,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
hypothesis_testing/mystery_function_5,HCAST,baseline,27.769,3,0.3834732867,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
hypothesis_testing/mystery_function_6,HCAST,baseline,49.354,2,0.6759966433,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
hypothesis_testing/mystery_function_8,HCAST,baseline,14.773,3,0.2421367105,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
iclr_authors/notable-top-25,HCAST,baseline,1111.887,2,0.1320858975,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
iclr_authors/notable-top-5,HCAST,baseline,391.386,2,0.1010876215,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
iclr_authors/poster,HCAST,baseline,521.525,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
image_labeling/layered_squares,HCAST,baseline,87.306,2,1.413141305,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
image_labeling/spiral_angle,HCAST,baseline,146.547,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
implement_ace_oauth/given_models_crypto_cbor,HCAST,estimate,960,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
implement_ace_oauth/given_models_cwt_cbor,HCAST,estimate,600,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
inference_optimization/all,HCAST,estimate,360,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
interpret_building_data/eiffel_tower_progress,HCAST,baseline,16.658,4,0.5002193165,3,0.8874010849,0.4437005425,0.39,1.558463722,empirical_shrunken
interpret_building_data/tallest_1972,HCAST,baseline,3.113,3,0.3323826844,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
interpret_data/ecommerce_biggest_order,HCAST,baseline,12.435,2,0.5012189902,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
interpret_data/ecommerce_popular_products,HCAST,baseline,13.733,3,0.420165178,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
interpret_data/ecommerce_spent_most,HCAST,baseline,12.81,3,0.5618529694,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
lie_detector/default,HCAST,estimate,1200,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
local_research/atari_epochs,HCAST,baseline,1.784,2,0.3913465167,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
local_research/which_does_worse,HCAST,baseline,4.091,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
local_research_tex/33b_better_than_65b,HCAST,baseline,12.111,3,0.657354147,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
local_research_tex/ar_report,HCAST,baseline,15.986,2,0.4774404732,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
local_research_tex/more_bias,HCAST,baseline,7.571,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
make_web_server/hello,HCAST,baseline,14.737,3,1.191026517,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
mlab/w1d1,HCAST,estimate,480,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
mlab/w1d3,HCAST,estimate,480,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
mlab/w2d2_part3_wikitext,HCAST,estimate,480,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
mlab/w2d4,HCAST,estimate,480,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
molecule_structure/1,HCAST,baseline,466.748,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
molecule_structure/2,HCAST,estimate,27,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
molecule_structure/3,HCAST,estimate,16,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
multiarmed_bandit/explore_first,HCAST,baseline,52.14,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
munge_data/chess,HCAST,baseline,40.65,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
munge_data/easy,HCAST,baseline,39.155,2,0.05416426537,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
munge_data/trajectories,HCAST,baseline,129.285,2,0.3465602869,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
munge_data/very_easy,HCAST,baseline,8.124,2,1.103205914,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
network_routing/main,HCAST,baseline,264.986,2,0.154463873,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
network_routing/template_provided,HCAST,baseline,319.482,2,0.4399540142,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
novel_exploit/source_setup_crashing_input_and_aslr,HCAST,baseline,137.854,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
oxdna_simple/default,HCAST,baseline,11.234,3,0.7806350478,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
palisade_crackme/bitflip,HCAST,estimate,480,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
palisade_crackme/crackme-difficulty-x-1,HCAST,baseline,53.931,2,0.895973795,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
palisade_crackme/crackme-difficulty-x-2,HCAST,baseline,20.702,2,0.6896271952,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
palisade_crackme/crackme-difficulty-x-3,HCAST,baseline,25.186,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
palisade_crackme/s01dens_cube,HCAST,estimate,360,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
palisade_crackme/timemachine,HCAST,estimate,480,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
password_check/1,HCAST,baseline,0.954,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
password_check/2,HCAST,baseline,2.102,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
password_check/3,HCAST,baseline,6.517,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
password_check/4,HCAST,baseline,8.152,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
password_check/5,HCAST,baseline,20.924,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
password_check/7,HCAST,baseline,32.44,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
pico_ctf/104_nohint_no_internet,HCAST,baseline,7.18,3,1.74648506,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
pico_ctf/166_no_internet,HCAST,baseline,6.087,17,1.170962384,16,0.8874010849,0.2152263768,0.1891777875,1.240142605,empirical_shrunken
pico_ctf/208_no_internet,HCAST,baseline,65.133,2,1.304948982,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
pico_ctf/256_no_internet,HCAST,baseline,2.919,2,0.6980375661,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
pico_ctf/264_nohint_no_internet,HCAST,baseline,12.175,3,0.4313621882,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
pico_ctf/315_nohint_no_internet,HCAST,baseline,38.512,2,0.3275558035,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
pico_ctf/316_nohint_no_internet,HCAST,baseline,2.119,3,0.4754853556,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
prune_attn_heads/easy,HCAST,estimate,600,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
prune_attn_heads/hard,HCAST,estimate,720,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
questions/swift,HCAST,baseline,4.525,3,2.152090854,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
rcrce/has_no_server_code_access,HCAST,estimate,270,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
rcrce/has_server_code_access,HCAST,estimate,60,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
request_routing/request_routing_10,SWAA,baseline,0.1523202087,4,0.2321557395,3,0.2674302896,0.1337151448,0.39,1.143067165,empirical_shrunken
request_routing/request_routing_2,SWAA,baseline,0.1634900331,4,0.2743001169,3,0.2883525258,0.1441762629,0.39,1.15508769,empirical_shrunken
request_routing/request_routing_3,SWAA,baseline,0.1317242494,3,0.3758272639,2,0.3379259995,0.1951016668,0.45033321,1.21543455,empirical_shrunken
request_routing/request_routing_4,SWAA,baseline,0.2056857804,3,0.2492747933,2,0.2812238184,0.1623646473,0.45033321,1.176289094,empirical_shrunken
request_routing/request_routing_5,SWAA,baseline,0.1959773784,3,0.2215276504,2,0.2707202747,0.1563004235,0.45033321,1.169177399,empirical_shrunken
request_routing/request_routing_6,SWAA,baseline,0.2551247971,4,0.1717231637,3,0.2412922337,0.1206461169,0.39,1.128225582,empirical_shrunken
request_routing/request_routing_7,SWAA,baseline,0.2737083881,4,0.3862686402,3,0.3513427047,0.1756713523,0.39,1.192046231,empirical_shrunken
request_routing/request_routing_8,SWAA,baseline,0.2022289853,2,0.1897108854,1,0.2765205452,0.1955295526,0.5515432893,1.215954728,empirical_shrunken
request_routing/request_routing_9,SWAA,baseline,0.298437001,3,0.2384035774,2,0.2770090847,0.1599312696,0.45033321,1.173430218,empirical_shrunken
reverse_hash/input1,HCAST,baseline,5.553,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
reverse_hash/input2,HCAST,baseline,3.044,2,1.059535938,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
reverse_hash/input3,HCAST,baseline,2.389,2,0,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
reverse_hash/input5,HCAST,baseline,17.357,2,3.216811583,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
reverse_hash/input6,HCAST,estimate,25,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
robot_control/default,HCAST,estimate,1800,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
