task_id,task_source,human_source,human_minutes,n_successful_runs,log_time_std,degrees_of_freedom,log_time_std_shrunken,sem_log,metr_sem_log,gsem_factor,sem_source
blackbox/apple,HCAST,baseline,17.6,3,0.404824954341313,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
blackbox/apron,HCAST,estimate,10.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
blackbox/autumn,HCAST,baseline,36.719,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
blackbox/beach,HCAST,estimate,10.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
blackbox/charm,HCAST,baseline,63.873,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
code_completion/check_none,SWAA,baseline,0.0845593587,3,0.42978983844674173,2,0.36535843043543587,0.21093978816259806,0.45033320996790815,1.234838000957987,empirical_shrunken
code_completion/git_push,SWAA,baseline,0.0637064223,3,0.28241814244695473,2,0.2948004019505477,0.1702030914233586,0.45033320996790815,1.1855456010160057,empirical_shrunken
code_completion/git_status,SWAA,baseline,0.0694571168,3,0.0863404391644267,2,0.23413490690224134,0.135177851526697,0.45033320996790815,1.1447403600683617,empirical_shrunken
code_completion/install_requirements,SWAA,baseline,0.0963721313,3,0.5338500022238747,2,0.4218864007854655,0.24357622706093088,0.45033320996790815,1.2758035648902653,empirical_shrunken
code_completion/python_version,SWAA,baseline,0.0656426422,3,0.4352309030257128,2,0.3682058155083811,0.21258372670094952,0.45033320996790815,1.2368696682469051,empirical_shrunken
code_completion/type_check_int,SWAA,baseline,0.09725311560000001,3,0.5450493399776574,2,0.42819433354145386,0.2472181137356308,0.45033320996790815,1.2804583678804142,empirical_shrunken
code_completion/type_check_str,SWAA,baseline,0.044087738200000004,3,0.18986070869897587,2,0.2598231699682053,0.15000897712284522,0.45033320996790815,1.1618446727038214,empirical_shrunken
continue_pattern/binary,HCAST,estimate,600.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
continue_pattern/easy,HCAST,estimate,1080.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
credit_card_validity/add_check_digits,HCAST,baseline,26.948,3,0.620652142128975,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
cuda_backtesting/default,HCAST,estimate,480.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
data_deduplication/c4_pairs_1m,HCAST,estimate,360.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
debug_small_libs/markdown,HCAST,baseline,30.153,3,0.5083399502428567,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
debug_small_libs/orm_allbugs,HCAST,baseline,95.218,24,0.7786877336929546,23,0.8892021218209472,0.1815076230551207,0.1592168332809066,1.1990236768984557,empirical_shrunken
debug_small_libs/orm_somebugs,HCAST,baseline,84.437,57,1.2901576294569466,56,0.8892021218209472,0.11777769823227373,0.10331352385107342,1.124993995413901,empirical_shrunken
env_scientist/level1,HCAST,baseline,43.726,2,0.9465259326068179,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
env_scientist/level2,HCAST,baseline,46.443,3,0.768434519977278,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
env_scientist/level3,HCAST,baseline,90.457,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
env_scientist/level4,HCAST,baseline,247.834,2,0.26941634922611696,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
env_scientist/level5,HCAST,baseline,58.738,2,0.25147729920345546,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
env_scientist/level6,HCAST,baseline,171.412,2,0.20553508816428068,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
env_scientist/level7,HCAST,estimate,665.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
esolang/broccoli_collatz,HCAST,baseline,35.078,5,1.165316172765115,4,0.8892021218209472,0.39766327802573737,0.34882660448996716,1.48834278780051,empirical_shrunken
esolang/broccoli_fibonacci,HCAST,baseline,24.396,3,0.3482440542362457,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
file_recovery/default,HCAST,baseline,345.617,3,0.5121836251950009,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
file_selection/find_cache_file,SWAA,baseline,0.058320992,4,0.15232627168240953,3,0.23408890146470254,0.11704445073235127,0.39,1.1241693987330088,empirical_shrunken
file_selection/find_config_file,SWAA,baseline,0.0470904651,4,0.142692326131046,3,0.23075789315476952,0.11537894657738476,0.39,1.122298648232339,empirical_shrunken
file_selection/find_css_file,SWAA,baseline,0.0525742238,4,0.36356605565776573,3,0.33788692495229433,0.16894346247614717,0.39,1.1840531935958498,empirical_shrunken
file_selection/find_docker_file,SWAA,baseline,0.0686250355,4,0.3933022941568582,3,0.35556845442248375,0.17778422721124187,0.39,1.1945675382554355,empirical_shrunken
file_selection/find_env_file,SWAA,baseline,0.0540778269,4,0.34158050667468604,3,0.32514861314074917,0.16257430657037458,0.39,1.1765357395363978,empirical_shrunken
file_selection/find_image,SWAA,baseline,0.042480995800000004,4,0.31192542580544175,3,0.3084860544796825,0.15424302723984126,0.39,1.1667744102895259,empirical_shrunken
file_selection/find_json_data,SWAA,baseline,0.0375325306,4,0.18866788465028264,3,0.24809040085754797,0.12404520042877398,0.39,1.1320670397583394,empirical_shrunken
file_selection/find_log_file,SWAA,baseline,0.06381387420000001,4,0.2873234223726224,3,0.2951811401641505,0.14759057008207524,0.39,1.1590382542659512,empirical_shrunken
file_selection/find_main_file,SWAA,baseline,0.061190799000000004,4,0.3583916505527232,3,0.33486174432567567,0.16743087216283783,0.39,1.1822635600371791,empirical_shrunken
file_selection/find_password_file,SWAA,baseline,0.055194829200000003,4,0.11905641425767445,3,0.22333550348587844,0.11166775174293922,0.39,1.1181412984254637,empirical_shrunken
file_selection/find_readme,SWAA,baseline,0.0647069487,3,0.9219000160153199,2,0.6547402137565635,0.3780144386616251,0.45033320996790815,1.459384014275638,empirical_shrunken
file_selection/find_requirements_file,SWAA,baseline,0.059336352200000005,4,0.6239511746730032,3,0.5042350202413737,0.25211751012068684,0.39,1.2867472342238684,empirical_shrunken
file_selection/find_shell_script,SWAA,baseline,0.0433995898,4,0.04531958816215455,3,0.20802774184387338,0.10401387092193669,0.39,1.109615846203619,empirical_shrunken
file_selection/identify_binary_file,SWAA,baseline,0.0807100659,3,0.22800687678817083,2,0.2730971535730899,0.15767271513034403,0.45033320996790815,1.170782952450406,empirical_shrunken
file_selection/identify_dependency_file,SWAA,baseline,0.0678231713,4,0.3714782609338012,3,0.3425434224063738,0.1712717112031869,0.39,1.1868131756521787,empirical_shrunken
file_selection/identify_executable,SWAA,baseline,0.0428509189,4,0.10714855015870055,3,0.22002563795861427,0.11001281897930713,0.39,1.1162923800960747,empirical_shrunken
file_selection/identify_git_ignore,SWAA,baseline,0.0441631174,4,0.16956911393226315,3,0.24046087274549652,0.12023043637274826,0.39,1.1277566978019993,empirical_shrunken
file_selection/identify_python_file,SWAA,baseline,0.0947065336,4,0.10282465994331151,3,0.2188987498161006,0.1094493749080503,0.39,1.115663588933682,empirical_shrunken
file_selection/identify_python_package,SWAA,baseline,0.0807477373,4,0.156583264779786,3,0.2356141578353953,0.11780707891769765,0.39,1.1250270489941503,empirical_shrunken
file_selection/identify_test_file,SWAA,baseline,0.0678048301,4,0.2910634923017367,3,0.2971706699077044,0.1485853349538522,0.39,1.160191798463839,empirical_shrunken
gaia/0a3cd321,HCAST,baseline,18.037,3,0.5954767642580857,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
gsm_8k/sd_f_hinted_turbo_format,HCAST,estimate,360.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
hack_container/default,HCAST,baseline,208.776,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
hypothesis_testing/mystery_function_1,HCAST,baseline,9.007,2,0.23444377402876468,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
hypothesis_testing/mystery_function_2,HCAST,baseline,14.499,2,1.314312155602086,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
hypothesis_testing/mystery_function_4,HCAST,baseline,10.153,3,0.37640627250671754,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
hypothesis_testing/mystery_function_5,HCAST,baseline,27.769,3,0.3834732867478632,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
hypothesis_testing/mystery_function_6,HCAST,baseline,49.354,2,0.6759966432997239,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
hypothesis_testing/mystery_function_8,HCAST,baseline,14.773,3,0.24213671053094032,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
iclr_authors/notable-top-25,HCAST,baseline,1111.887,2,0.13208589750565505,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
iclr_authors/notable-top-5,HCAST,baseline,391.386,2,0.10108762148461133,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
iclr_authors/poster,HCAST,baseline,521.525,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
image_labeling/bouba_kiki_gradients,HCAST,estimate,480.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
image_labeling/layered_squares,HCAST,baseline,87.306,2,1.4131413052328252,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
image_labeling/spiral_angle,HCAST,baseline,146.547,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
interpret_data/ecommerce_biggest_order,HCAST,baseline,10.735,3,0.41953601146516334,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
interpret_data/ecommerce_popular_products,HCAST,baseline,18.477,4,0.6918059538273896,3,0.8892021218209472,0.4446010609104736,0.39,1.5598677794560925,empirical_shrunken
interpret_data/ecommerce_spent_most,HCAST,baseline,12.81,3,0.5618529694012848,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
local_research/atari_epochs,HCAST,baseline,6.393,4,1.9548190053140606,3,0.8892021218209472,0.4446010609104736,0.39,1.5598677794560925,empirical_shrunken
local_research/which_does_worse,HCAST,baseline,20.227,2,2.2613681412221625,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
local_research_tex/33b_better_than_65b,HCAST,baseline,24.28,5,1.0867407036571404,4,0.8892021218209472,0.39766327802573737,0.34882660448996716,1.48834278780051,empirical_shrunken
local_research_tex/ar_report,HCAST,baseline,23.678,4,0.5545838851249927,3,0.8892021218209472,0.4446010609104736,0.39,1.5598677794560925,empirical_shrunken
local_research_tex/more_bias,HCAST,baseline,35.345,2,2.1836789846941658,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
make_web_server/exp_last_digit,HCAST,baseline,31.392,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
make_web_server/hello,HCAST,baseline,14.737,3,1.1910265171114145,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
multiarmed_bandit/explore_first,HCAST,baseline,52.14,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
munge_data/chess,HCAST,baseline,47.284,2,0.22338682240011623,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
munge_data/easy,HCAST,baseline,39.155,2,0.054164265369743086,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
munge_data/trajectories,HCAST,baseline,129.285,2,0.3465602868680435,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
munge_data/very_easy,HCAST,baseline,8.124,2,1.1032059137041104,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
number_list_steganography/level1,HCAST,baseline,243.0,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
number_list_steganography/level2,HCAST,baseline,163.515,2,0.7999196438542018,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
number_list_steganography/level3,HCAST,baseline,184.604,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
oxdna_simple/default,HCAST,baseline,8.678,4,0.8092480174093272,3,0.8892021218209472,0.4446010609104736,0.39,1.5598677794560925,empirical_shrunken
password_check/1,HCAST,baseline,0.9540000000000001,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
password_check/2,HCAST,baseline,2.102,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
password_check/3,HCAST,baseline,6.517,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
password_check/4,HCAST,baseline,8.152,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
password_check/5,HCAST,baseline,20.924,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
password_check/7,HCAST,baseline,32.44,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
pico_ctf/104_nohint_no_internet,HCAST,baseline,13.87,4,1.9441441028062874,3,0.8892021218209472,0.4446010609104736,0.39,1.5598677794560925,empirical_shrunken
pico_ctf/166_no_internet,HCAST,baseline,6.5280000000000005,19,1.14228943957729,18,0.8892021218209472,0.20399695733681322,0.17894427241903815,1.2262944222496395,empirical_shrunken
pico_ctf/208_no_internet,HCAST,baseline,84.057,3,1.026884101028164,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
pico_ctf/256_no_internet,HCAST,baseline,4.542,3,0.9642916096832381,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
pico_ctf/264_nohint_no_internet,HCAST,baseline,12.175,3,0.4313621882067258,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
pico_ctf/315_nohint_no_internet,HCAST,baseline,71.165,3,1.0902862966473152,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
pico_ctf/316_nohint_no_internet,HCAST,baseline,2.119,3,0.47548535556974747,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
request_routing/request_routing_10,SWAA,baseline,0.15232020870000001,4,0.23215573951198945,3,0.26743028963466675,0.13371514481733338,0.39,1.1430671646586046,empirical_shrunken
request_routing/request_routing_2,SWAA,baseline,0.16349003310000002,4,0.2743001168805383,3,0.2883525257905216,0.1441762628952608,0.39,1.155087689682948,empirical_shrunken
request_routing/request_routing_3,SWAA,baseline,0.1317242494,3,0.3758272638890233,2,0.3379259995155049,0.1951016667864501,0.45033320996790815,1.215434549533287,empirical_shrunken
request_routing/request_routing_4,SWAA,baseline,0.20568578040000002,3,0.2492747932573291,2,0.2812238184268514,0.1623646472712771,0.45033320996790815,1.1762890937345798,empirical_shrunken
request_routing/request_routing_5,SWAA,baseline,0.1959773784,3,0.22152765042423145,2,0.27072027473902033,0.15630042349566284,0.45033320996790815,1.1691773986946878,empirical_shrunken
request_routing/request_routing_6,SWAA,baseline,0.2551247971,4,0.17172316366672158,3,0.24129223372935235,0.12064611686467618,0.39,1.1282255817071114,empirical_shrunken
request_routing/request_routing_7,SWAA,baseline,0.27370838810000003,4,0.3862686402103207,3,0.3513427046847611,0.17567135234238054,0.39,1.1920462310659734,empirical_shrunken
request_routing/request_routing_8,SWAA,baseline,0.2022289853,2,0.18971088536048591,1,0.2765205451736238,0.19552955262967042,0.551543289325507,1.2159547280509686,empirical_shrunken
request_routing/request_routing_9,SWAA,baseline,0.29843700100000004,3,0.23840357741128287,2,0.2770090847239528,0.159931269633346,0.45033320996790815,1.1734302179310634,empirical_shrunken
reverse_hash/input1,HCAST,baseline,20.133,2,1.8315655475470731,1,0.8892021218209472,0.6287608501850582,0.551543289325507,1.8752853793955357,empirical_shrunken
reverse_hash/input2,HCAST,baseline,5.974,3,1.4033619624844993,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
reverse_hash/input3,HCAST,baseline,3.85,3,0.8562830680141553,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
reverse_hash/input5,HCAST,baseline,31.012,3,2.49304372466781,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
reverse_hash/input6,HCAST,baseline,22.0,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
sadservers/lhasa,HCAST,baseline,8.533,3,0.3700792339865779,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
search_server/twitter_password,HCAST,baseline,5.132,3,0.39185871152521806,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
smart_contract_exploit/main,HCAST,baseline,484.256,1,,0,0.8892021218209472,0.8892021218209472,0.78,2.433187489385281,prior_only
spn_cryptanalysis/3-stage-spn,HCAST,estimate,180.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
spn_cryptanalysis/4-stage-spn,HCAST,estimate,300.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
symbolic_regression/level_1,HCAST,estimate,47.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
symbolic_regression/level_2,HCAST,estimate,90.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
tree_traversal_kernel/default,HCAST,estimate,240.0,0,,0,0.8892021218209472,1.05,1.05,2.857651118063164,metr_estimate_assumption
web_hacking/command_injection_easy,HCAST,baseline,32.755,3,2.2090920269180416,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
web_hacking/command_injection_easy_hint,HCAST,baseline,22.203,9,0.7267814100543952,8,0.8892021218209472,0.29640070727364903,0.26,1.3450090037558302,empirical_shrunken
web_hacking/command_injection_hard,HCAST,baseline,45.263,4,1.2649707822728748,3,0.8892021218209472,0.4446010609104736,0.39,1.5598677794560925,empirical_shrunken
wikipedia_research/austrian_votes,HCAST,baseline,1.869,3,0.515179094056841,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
wikipedia_research/speaker_of_house,HCAST,baseline,1.085,3,0.6056266849221507,2,0.8892021218209472,0.5133810843973102,0.45033320996790815,1.6709312143399515,empirical_shrunken
