metr,metr+x,x_only
201.2376277,200.4041723,199.3467233
198.7630664,196.1974285,199.2597299
209.6097344,207.7649811,202.136964
185.893733,182.0291698,198.8999751
204.0647508,205.662366,200.1869324
204.5632682,201.2916215,200.7363249
215.819907,213.9973507,199.1865773
196.0284808,197.8647791,200.0244425
194.9097316,193.2786146,201.2895566
201.7391785,203.9274693,200.4690586
196.0393928,196.2695227,199.2904074
199.0071993,197.8187098,199.6262565
199.696751,202.8245365,200.8028113
192.4101662,193.7246021,199.4964725
183.7461872,182.6015326,198.5353809
168.7960479,164.5536376,197.7225182
198.6992633,197.8220731,201.2698346
205.4480974,204.0452148,199.2730246
225.3482909,225.1853202,201.0220154
214.4135112,215.7016266,201.1003451
192.8108806,192.8437495,198.4522005
188.7505828,183.9039632,201.7764705
188.2864512,185.332285,196.782781
190.2726424,189.1849179,199.4869267
194.2370088,194.2266197,200.8371316
203.9897706,202.5892957,200.4193786
202.6174989,201.3164097,199.9106904
184.0470802,183.4139664,199.4180111
184.6931612,184.7205878,202.1017407
196.4141868,195.691113,201.0955383
195.0684572,196.7634023,198.6231195
189.4860356,188.1381023,202.0306004
205.3705477,202.5345549,200.8135939
198.5662503,198.9520927,202.8010028
192.7537445,189.240774,199.3278274
188.7867411,185.1684786,200.096442
200.9956773,194.6390278,198.8029679
190.4766974,191.7208786,198.5509867
190.593149,188.8876067,199.5712958
207.2919467,202.8023922,197.4416606
149.9193961,156.0145477,200.2587292
195.8099268,197.8681899,201.7830284
201.5266641,200.585775,197.181889
213.0101684,215.9211264,199.7300302
191.4164799,189.5111965,198.24824
200.4592158,199.3320767,199.3298938
203.8837768,204.3726614,199.0963915
201.2308498,198.4937848,201.3415468
196.7167074,194.2613951,200.9688365
197.3309906,198.6958565,200.6578654
219.3960116,216.3333365,199.2303158
203.7439916,204.5478731,199.5451246
197.2029986,193.8536939,201.3181791
206.9080963,201.3846679,199.7996598
202.1741967,203.1385001,201.8054362
210.1018304,205.7906575,200.3581291
189.2975179,189.141315,197.686177
200.7070576,199.637563,199.3950259
203.411836,201.3198014,200.4513012
190.5627938,190.0046013,199.986449
203.9892527,203.3210296,201.1036861
196.3233184,195.0330949,200.6871641
198.1754334,194.8700543,202.4159931
143.065259,126.5718507,199.6218087
215.3219333,214.6085389,198.24739
213.8632214,214.8359679,200.1944586
194.1822289,194.725834,202.1921674
186.6588144,186.3138269,198.8027768
210.3446216,207.802378,197.2761486
211.6382394,210.692789,199.735297
207.5609928,204.0014246,199.3096184
194.2877696,191.7500809,201.4202738
200.5313149,201.3794808,198.1000126
194.2080946,196.7694857,201.3097761
183.9851863,189.1990112,198.2475819
189.770282,185.8860992,199.1251133
204.6350409,205.2391231,200.6674292
205.6791796,204.1434174,200.6901793
144.3797084,131.7376695,201.032629
212.9950113,212.2745581,197.3408685
189.0388821,190.1135928,198.2137972
208.5074292,203.7421035,200.8912653
207.0821283,209.2180228,200.5325224
186.4433657,187.2198268,202.3363451
214.3953412,216.0418588,200.0642155
185.4582946,187.1217376,200.8542394
194.9195149,195.0438117,198.3531227
193.9437954,194.80073,200.8877755
197.6963258,193.7269484,200.1895261
205.0639714,202.6266123,199.845376
162.0641869,130.29703,198.4940833
196.1703991,194.8446978,200.3694123
198.3034781,200.400066,200.2338719
201.3901225,200.6428817,200.7407988
204.2884933,204.6948464,200.8878251
201.3089606,201.1608329,197.7828708
193.7354201,195.1808078,200.7122133
206.1133373,203.7511062,199.8014998
186.7869685,185.9348312,199.666676
210.0364234,209.1047316,198.5079054
198.3281239,198.9142413,202.4890629
186.7706281,188.434652,198.3397885
198.7673698,193.8730678,199.2320069
205.683704,200.8560514,198.8493297
199.2615865,197.1733485,200.1631274
186.4617545,182.5657748,199.8090451
203.5944296,197.5340068,198.094967
185.042859,179.7642466,198.5691741
195.6469464,194.6803713,200.5726792
201.3387005,198.7276599,200.1714196
187.3635986,181.1865452,199.7764613
197.4357648,195.8554001,199.0965369
195.6686322,191.4490764,199.6460822
179.3589173,179.3720392,203.0875523
212.7231918,214.6859974,200.336083
196.1693659,195.5134385,201.9852772
210.7883898,212.4389816,200.103474
194.6989645,189.529909,201.2323225
183.7708099,183.8045743,200.7419543
193.3675915,191.1231664,197.8390851
205.3187188,204.1735247,201.0647817
209.7273486,209.4390892,201.5711751
190.1165039,187.4579014,200.9467933
206.209067,206.626928,200.7785877
212.4062777,212.8147817,200.7477832
195.1937245,194.4680473,199.8268024
192.7630436,192.6603993,198.9244876
199.941204,203.4570433,200.6283657
199.324158,195.4849459,200.7431681
191.4482634,191.3974381,200.2527524
204.3990086,211.5701989,201.2492769
192.9300113,194.3228883,199.3366261
188.3423879,188.8575568,201.5561019
191.5573774,192.2741336,201.2374922
190.2553342,190.6246284,201.3320814
208.7660331,213.3748508,201.2687778
191.1403245,190.6822515,201.1793092
228.4883711,230.1007979,197.9657398
202.7681684,203.4524405,199.8807762
188.773043,190.127233,200.0009852
212.3058387,208.590056,200.7778142
228.8456254,228.0426878,199.5672624
203.4817185,204.0386102,200.3478043
210.7989347,207.7448436,201.3418885
200.0311511,200.0359629,202.1884453
196.3702789,193.3207668,201.5817714
196.2507001,195.6985311,200.4530082
206.3858042,202.8196819,200.0170247
203.681101,204.8105652,200.1241391
190.0646248,190.2253802,200.8974379
193.2948919,192.3549823,200.0483245
194.6817768,197.1186579,200.4177264
224.3328096,225.6912403,200.0848565
240.3924159,235.9973805,200.7040892
213.7647652,210.0211129,200.9442186
181.8319911,181.7136615,199.4768724
213.3920158,215.2786597,199.3099542
185.5939314,183.0468419,202.5133874
195.4339624,196.768895,202.3718183
199.5222796,199.9806352,200.145435
206.4082025,205.0380168,199.5398602
195.7369748,191.3882151,201.2406251
195.6487715,195.0033652,198.4604402
210.3911337,208.4101098,200.7897767
217.8287978,220.7762337,198.5778454
204.1891375,206.6125148,198.1898445
200.5497477,197.5404734,198.9498177
201.6821585,202.148461,201.369117
181.3463065,178.9142923,200.1825375
169.7768034,169.9190773,200.9619321
208.9501913,208.7557802,197.4276637
209.2280067,209.2162275,199.1247876
207.6385694,205.4261235,200.4463815
200.0458578,199.5288234,200.1461844
204.4273913,205.1257009,198.7274555
208.2608597,210.8361473,201.6814019
210.8615642,209.9585075,201.58567
192.6517429,191.0576123,201.7628758
225.6904677,227.0324212,200.8408949
198.2704815,196.3616999,199.6243204
192.2885247,188.2373247,199.1981605
212.3123444,211.56354,199.964799
204.1349763,199.5967438,198.0189507
196.0291267,194.1955963,200.7587338
194.9883893,193.7633216,198.6477827
222.2645682,223.1767204,201.4429221
189.812984,184.0401885,200.2751221
188.7705198,189.3844522,201.8620165
188.7898899,188.2001261,199.2405235
192.0370534,184.7102764,200.4470176
198.0123973,193.664657,200.8656618
203.0508536,203.7203753,199.2322037
217.3378642,215.9196949,198.6505468
184.9266126,183.121261,199.4803622
211.3381967,211.9601272,200.715801
205.812611,204.6418313,198.6064899
214.577303,211.6981514,200.976708
178.8002626,175.6874332,200.1682324
199.3289999,198.3637555,199.3021491
201.3937192,200.7022639,199.4623507
210.6232265,212.3001554,198.7375357
182.2764718,177.4350232,200.7283417
192.6333312,193.1504535,199.1706019
192.4794155,190.7476377,201.9049902
219.7569341,219.9371976,201.9558842
201.5684618,201.0464081,200.5825187
208.0872951,206.7810195,199.5718861
176.87661,174.8722188,198.9298
198.726642,197.5679999,201.2472021
192.8556906,190.8511854,200.5643487
224.4359201,223.8457576,200.0805147
204.8531771,206.4783713,200.4068411
210.8526765,211.5450823,200.5401538
193.7400227,191.6961803,195.6281452
187.8049309,185.8431419,198.2557142
211.1665784,210.0867446,200.3242131
193.991672,192.7830867,200.8569209
208.329017,212.1068316,199.9652966
198.0261907,196.2160365,198.7658538
210.9098544,214.4703419,201.1300313
205.8421451,206.203286,198.5982839
197.1292119,193.745074,200.5300466
196.5779172,196.9420903,199.7769034
194.3132285,194.8608898,200.7636009
186.4441856,184.1826841,199.6967757
212.3443166,211.393858,199.5978451
201.1679948,201.0696438,201.584451
180.3399563,176.2677451,200.4533008
197.1834026,197.3886118,200.1614435
197.0152519,194.9015918,198.3966358
210.2599905,211.1384907,199.2654889
218.0355206,216.5515813,200.2090213
207.1456452,204.8602411,201.3952424
192.8013327,194.7488106,199.9874248
211.2348885,214.4439073,201.4183107
201.0081066,200.3253007,198.7432558
209.4339354,207.3547158,198.8263847
198.9657864,194.8246121,200.5259044
231.9443857,228.6112084,201.1782416
183.4958476,182.391088,200.171172
207.6917629,206.6199547,199.838183
195.2597116,197.3578845,198.9713817
193.813029,194.0727561,201.1449392
207.2590476,203.7672182,201.8520094
197.0159779,194.7177265,199.7001377
205.159722,205.2563592,199.7435379
184.6490479,184.6022868,199.0574827
194.8603713,192.7634967,202.1966408
205.4124947,202.6242974,199.9558035
197.1652304,196.0335209,199.9120727
209.8402878,209.7471122,198.7100062
197.4676887,196.4375724,200.2233759
191.7488042,191.4467852,200.7514034
181.7727761,181.3027937,200.1900226
183.1799868,182.8410327,200.5829258
209.4343279,210.3507772,200.7080857
199.2746742,198.5863624,202.9609451
212.5671629,204.8700826,198.6020887
205.3038531,205.3829462,200.1580435
192.8131255,190.4939908,200.7181687
171.2771437,165.7378358,201.4318996
208.9299055,209.3344499,200.207718
199.6447244,197.0457024,198.3238922
209.8447748,209.6073911,201.1471283
201.3617929,197.4864792,199.5200792
193.0866982,191.0603523,200.0156256
228.344599,227.2898283,201.1004041
212.1019522,214.0592671,200.0895496
185.2794501,183.8172773,200.9993344
207.465063,208.2381536,199.5767605
197.9974266,196.1935661,201.5977569
182.6465641,181.8856779,199.295686
196.3539903,194.8497747,201.4266005
198.8831472,198.0250102,201.4677157
208.9344351,206.6677965,199.8309461
209.6985451,212.659929,201.522507
209.1745705,212.5821963,198.1612786
199.6338337,196.4038826,197.970235
212.8457065,213.245282,198.7653991
208.9149505,205.8503441,199.9934185
213.261065,211.5897255,199.6804632
179.6223873,179.1117805,198.1161828
194.0952714,191.861841,197.7547652
198.9010744,200.0864915,200.335155
193.8846682,191.7166506,198.8526516
223.6812646,225.4232051,198.9657835
185.1412235,185.0889936,199.620938
201.0178056,200.6339699,200.1482912
187.083126,187.2498268,198.5561811
182.7337418,180.2360689,199.6754171
188.1964486,188.3384353,199.8805813
203.7670868,199.5883726,199.3064689
195.3385623,190.292539,198.9172008
206.8478337,209.2550535,199.1174845
217.6508388,219.9576301,200.5771723
194.2989325,193.2619058,200.8989567
187.8052888,187.562062,200.1465514
176.6908694,170.6595165,200.466771
211.2680429,208.8770131,199.6906854
199.2769253,199.9994498,202.517945
189.6755624,184.8552374,202.0103831
204.9189795,204.1377281,200.9331651
191.5325333,190.3881319,197.5094625
194.7352937,195.3834784,200.9786337
190.3283429,187.9081794,199.619802
214.1864969,216.5561087,196.5263539
215.4546777,214.7859299,199.8471683
202.8880368,204.425272,199.9325921
201.7080665,200.5294295,199.3906893
193.9205604,190.8161991,202.2139517
212.7487068,207.6159912,200.9101871
202.0588602,199.9055228,200.6565896
183.2449729,180.1079185,200.8294445
199.1488552,199.6002743,196.6631364
195.5355196,193.1287694,200.167218
226.9223445,227.5966612,199.004942
190.1497645,191.1406041,200.4330026
171.9745056,171.7640888,199.1698325
203.8490325,201.4628166,198.9727458
193.4743628,194.1377245,198.9844851
202.2982475,204.903482,199.8412912
205.2838045,202.7272605,200.8125828
184.3694559,181.1422734,196.4481011
209.0497627,206.5358654,200.7575375
191.0256717,187.1242311,197.6571024
216.0676214,217.8174168,200.8455439
193.4321076,190.5035322,201.3171296
189.1216131,187.4662689,199.5931749
136.4693541,123.453521,201.9529342
213.8601859,212.7749605,200.7619106
199.8203214,196.1360228,200.2560255
204.2679258,200.4748992,199.1542269
213.8532331,211.0791205,198.9794203
203.7695799,203.3322308,201.1682747
194.6883953,191.9336361,200.0824106
208.8181551,208.2032574,199.2951208
201.4993303,200.9000402,200.5512922
195.8384846,195.4501125,198.9421661
202.6353895,198.8055584,200.2593039
200.5588232,197.3192922,200.8037765
196.8308199,196.3350181,200.7869415
192.9636155,190.5108175,199.1974252
177.5259742,174.4962187,199.3276924
202.5547313,200.2775534,197.6855474
198.9277951,195.7970731,201.0352653
234.2174431,235.20058,199.7643271
189.9109866,188.2541094,198.9317176
203.9161255,198.2180809,198.353762
177.3584123,175.6316751,203.1024722
201.8070552,204.5164725,199.4339633
197.1272602,196.6147514,200.7698654
196.2205937,194.8311828,200.8481127
227.6123685,227.805967,200.7798577
199.3157346,197.0709357,199.5687801
179.5138934,179.3687257,201.5452185
201.475671,198.6567479,199.4709438
200.2858388,199.9378998,197.786188
181.9431877,182.2533707,198.0294666
189.4766397,188.1801263,199.7916245
222.1858456,223.4245545,199.6533852
208.6622383,210.1867244,199.3187094
194.2904736,198.8964236,199.3045562
208.5153868,202.6680169,196.6693381
208.8247532,207.2354574,199.2523598
199.6043148,199.8531752,201.7279031
210.0835475,207.0508517,198.6283958
205.6567934,202.3489797,197.7764589
199.8398858,199.3993802,200.243306
181.0313333,179.7919977,199.6263467
191.7620315,188.7534185,198.5443694
195.7686127,194.1812589,201.5769341
188.7293224,186.3501074,201.3288423
198.0521646,194.4013501,198.1494432
191.9784671,189.8040648,199.4761696
184.3878575,181.3111934,201.3759821
193.4960458,191.9740395,198.4667789
200.6918152,198.5495062,199.5536359
192.4198506,188.9947199,198.0615458
190.4548378,186.0517695,199.9512081
201.0843805,196.9453951,200.4527389
202.3441231,201.1792485,199.8066061
177.5678113,177.9270124,200.4098294
207.4409159,206.9853768,196.7740226
204.5104848,202.2079053,198.8845351
197.4706151,197.5866009,198.9692852
207.9362295,208.8806004,200.2872561
207.5143029,201.3381177,200.4912065
200.7706564,200.5472047,198.7331684
189.3602114,187.2995625,198.4755636
214.202405,215.6456089,200.7741243
182.5460746,182.7216075,199.6420132
199.5474348,199.9686752,199.5090337
210.4521631,209.9409544,198.6148955
191.6080846,190.7318686,197.2576253
209.5828543,208.3595553,197.8111599
177.4337822,175.5753055,201.5211144
192.6078548,193.5819916,200.757593
203.8569962,203.3934318,200.7455052
188.5297297,185.4131256,200.597331
235.3642117,232.4424144,202.8660767
205.7609406,204.9210602,197.6922517
205.1083073,203.8018716,200.2808082
212.6806733,210.8476002,199.028289
202.0808942,199.538626,200.9090301
212.2998264,211.585472,199.4373931
221.1403214,223.1368234,200.1616884
205.3581688,205.3018985,200.6862113
203.310204,198.4275124,199.5020748
210.1867638,212.564514,200.3225492
207.3786191,207.3348179,200.4497207
220.4805448,222.8697627,201.0947982
201.1801543,197.2238125,199.7714695
212.3463914,210.5039808,200.5172911
197.9699357,197.4703378,200.9244256
195.1391605,194.545696,199.6415497
176.2181675,173.6860166,201.1155397
206.5967895,208.8697866,200.0322634
206.985982,206.5445248,202.7307504
175.8308251,174.3886098,199.2163554
197.8581288,198.5516569,200.8608263
196.784843,196.2244518,199.213781
182.6541469,180.5888456,198.5896538
187.8196268,186.1713296,200.114924
212.9652506,211.5481497,200.0953859
