Claude 3 Opus (Inspect),Claude 3.5 Sonnet (New) (Inspect),Claude 3.5 Sonnet (Old) (Inspect),Claude 3.7 Sonnet (Inspect),Claude 4 Opus (Inspect),Claude 4.1 Opus (Inspect),Claude Opus 4.5 (Inspect),Claude Opus 4.6 (Inspect),GPT-4 0314,GPT-4 1106 (Inspect),GPT-4 Turbo (Inspect),GPT-4o (Inspect),GPT-5 (Inspect),GPT-5.1-Codex-Max (Inspect),GPT-5.2,GPT-5.3-Codex,Gemini 3 Pro,human,o1 (Inspect),o1-preview,o3 (Inspect)
4.160537466,18.84779951,10.658174,49.01970528,73.68212153,83.61303046,178.655316,8830.818429,3.070235266,4.209108992,3.590802835,4.639208713,154.9586339,215.478576,512.6976999,497.0625788,164.7185256,102.8118055,32.97231489,17.21873263,91.53103152
3.067673044,27.21163663,6.388470267,65.19901841,92.42792803,84.28910072,361.1254303,1131.025157,4.383255817,3.020348615,5.364465382,7.635388131,270.0694797,386.5316788,432.3332077,500.8369551,282.2676924,98.7559343,21.13322357,15.54350349,132.1261021
2.190876005,10.56444434,7.519037898,49.1804913,95.34441499,88.94198452,318.0779094,1305.681464,2.380573479,2.572977947,1.701216193,3.296833214,199.1629436,257.3594864,384.6833509,328.7107742,225.4385161,45.27799074,27.05636115,12.23245215,89.65844618
2.862590822,16.04581847,7.740712535,67.10648164,104.5293008,104.1932874,372.4503197,2249.866201,4.324805487,3.84481379,3.291753417,5.829354812,290.30012,226.2094555,528.8540351,417.3709333,288.654577,107.6088546,31.3518915,17.46170117,103.1126105
4.657855763,9.634413466,11.83486874,51.91444199,117.1262344,101.0133934,276.0033714,687.509965,3.696689973,2.945820159,3.685953474,6.402058293,226.5033613,250.9803903,294.2547823,370.7009366,234.3824254,138.8652097,27.91769828,13.86312524,111.0361576
3.858110039,23.49274491,9.984500139,56.88428909,114.4400965,94.70591936,227.6176826,415.3523426,4.096596836,5.068441301,4.755495881,6.384833913,157.5988526,192.1958241,258.170408,258.9322857,195.921103,124.7498427,35.13112335,14.71695365,130.6568135
2.747322047,12.51258592,7.93654829,40.24110002,88.08932874,94.26294668,340.1948402,1126.27647,3.013010695,2.683601638,2.952091039,4.920315141,216.0020726,220.5245683,304.5105295,318.2620479,196.2271922,101.6843844,46.49180757,28.96770121,161.7149486
3.138068865,15.47268379,6.825390021,37.35455866,69.25393011,40.92381434,242.5123916,1562.15539,2.242068844,2.19982568,2.25729182,4.268122686,152.9621511,189.3398403,346.98027,489.9551818,108.2557509,86.96885333,18.25706767,9.231821679,78.6608679
5.925745955,24.86509105,14.41455017,53.35239822,110.9207698,92.53325624,247.5395639,618.7758845,10.37320945,8.258879381,7.773042044,10.40459231,194.7629609,205.7609976,247.0414214,243.4934915,178.2403067,120.3236288,42.48741056,32.61516485,93.80142759
3.356694022,12.17821673,6.653611207,52.07701914,61.31376893,77.538777,254.9387407,832.2995944,3.693100473,3.228404421,2.630910906,6.020348547,141.0297481,164.43021,228.4393358,348.9671562,151.5246342,103.2307311,25.47846199,13.11570899,80.7062878
4.887244324,17.13059551,12.22128496,45.28684004,104.8796651,112.0644143,380.4202083,1500.555713,4.37514474,5.659810259,4.241733983,9.131969566,262.6115903,331.6481648,474.2818176,366.7066628,287.7195463,103.4029694,30.58861951,22.53200538,128.8448515
4.955275705,10.7226894,10.401162,49.4376729,125.4157279,130.3490267,335.792545,820.092019,4.039496996,2.796954215,2.737138363,6.638028967,205.3275178,209.077805,437.6756719,485.7900055,220.1999927,176.3658766,35.49954243,24.36130947,133.9077935
3.350721285,32.70616579,15.0092158,44.35617516,82.15682871,87.1332195,253.3726309,447.2323793,3.78334683,4.169081244,5.223638981,14.45868438,177.971712,253.9268075,361.8342592,302.4087797,179.3544492,94.63944926,32.09192903,25.78703286,121.2526502
3.031947985,18.84839199,20.46743027,72.9145316,93.36268985,97.56172067,291.6321078,681.8861712,2.839829168,3.322983075,2.996591228,5.315249315,123.3519228,186.3463305,289.2648043,256.1503021,221.239826,102.4092124,26.62771207,13.83500891,72.91936637
1.720742468,16.67539432,7.811210939,69.50079692,101.6531406,110.8638738,336.4422237,995.291961,2.04440944,2.020918081,2.224115686,6.893078984,358.0155216,246.5505954,480.1427671,520.1224387,239.9774467,93.00125443,32.38814201,16.93659027,147.275474
5.866721501,23.7385975,18.04847456,66.14260582,108.9076033,94.01405769,273.3072479,536.6982327,3.967621735,4.870935541,4.047326822,13.77181903,162.6515489,183.160088,248.7927546,275.9557424,212.2319056,122.2555594,39.0662767,17.50596498,122.2381161
5.486332622,28.76987324,16.18163042,49.35921344,80.81638596,67.6533064,215.6315509,729.3593294,5.248823539,3.59623544,5.150223805,9.230044299,159.9722691,194.7807535,316.5125084,324.5754809,185.2255823,131.2923784,40.97097736,27.20667755,108.292971
6.526810774,36.26314322,17.95019574,71.19254918,123.5333165,100.4842349,296.4135053,647.6254831,5.369250603,7.304639782,3.615059694,4.297354681,232.6224861,252.3280911,421.6016485,447.3012393,211.0038803,119.2854146,51.28423093,27.38901853,139.8504038
7.852914846,17.81093538,12.41870231,45.33119336,72.80072973,85.95909597,218.1067679,712.5373353,8.809270692,5.130261907,5.602915588,7.369843827,165.1527109,156.403945,356.8120029,489.0347358,174.4429533,127.2781318,33.73830679,24.14103976,84.80602939
5.135716498,28.85208938,12.42126705,71.03795752,84.79459132,80.47118639,242.3275377,426.7757428,4.649668482,4.63936214,3.89860097,10.8037304,171.438898,214.9450226,277.6380912,215.2895609,184.5167158,109.237093,56.06618097,21.87601491,129.458777
4.039325997,20.00354122,8.956711862,43.55635614,102.182281,69.83008107,241.1914544,399.8060538,3.350612835,4.196799913,3.725432736,6.596925433,167.3518523,215.1391453,333.7424198,198.5290391,290.0107942,96.67370296,27.52731635,11.24927322,99.8582274
4.57441587,32.73386047,17.88645682,71.40869272,129.1576463,94.27107087,549.1547757,5565.654594,5.641714296,5.486254584,6.261253675,9.334124807,284.6703227,239.744531,458.1629276,522.8953563,371.3074565,160.6904695,48.47536542,23.11568069,115.1020343
4.536117861,17.24141932,11.49848403,55.42334735,122.1788991,127.071904,330.1247354,530.9878889,3.295115662,4.16099252,3.120536505,6.982347822,194.6160119,222.1556934,316.3331019,278.4504525,215.1553738,218.578455,51.98501599,24.14419665,130.3520206
3.605648175,21.92637874,11.91730964,69.53771346,130.5903364,160.859065,373.4103717,712.5639926,3.995799108,3.652112799,4.268209667,7.343765378,217.5709366,366.8403308,454.6507439,432.7434084,272.551608,80.08186152,55.70658328,17.94560809,136.1132946
3.367588031,13.17055772,7.543507653,69.52110816,129.5040923,151.0668759,473.4115487,968.5823036,4.13967042,3.878180973,3.855271323,7.862707095,359.4121078,292.0926399,625.769865,386.2226037,245.1144803,154.3031111,39.9372836,18.01453667,127.890287
3.312935018,18.89268872,9.009389587,45.6839233,83.00505989,73.96881504,270.9332815,555.1879914,3.18857277,3.52260525,2.31967028,4.29780482,134.6995596,173.7950144,229.100516,263.7648872,193.5897765,97.35162876,24.96826755,11.48331234,102.5470195
4.716157903,17.62000766,17.72849314,55.75466146,69.33580252,80.44985373,336.1678345,426.9950917,3.351499571,3.986258321,3.439090242,8.137729276,215.1420345,210.681835,275.6722601,275.3863569,182.6095741,93.34267204,36.90690971,19.00579878,95.8206449
2.153912702,15.64465441,8.781957222,49.12936214,82.69800399,75.45182179,285.814464,696.8494773,3.439318547,2.435231007,2.000877421,4.585840056,220.5944357,325.323142,260.43468,291.4664286,270.2297219,102.5876349,24.19092533,13.42229156,141.9874702
5.326222492,29.53393091,14.305771,95.50859349,122.7300908,152.530494,398.6526586,1038.860973,5.439829618,3.938054254,6.090046973,9.055830138,257.5474644,264.282314,516.7376948,680.3787761,306.2620633,114.2891316,50.36966073,25.28021885,155.4214467
2.49301208,8.368690814,7.395032733,47.56292866,113.5199587,108.7116241,469.2847922,2061.641101,2.392148256,2.718383325,2.321795676,5.013487777,234.7802427,279.4354695,477.4669896,392.815953,333.9255523,80.52797329,37.02999348,10.95008533,109.516685
3.851353765,22.62207431,21.313243,59.43722632,71.05495147,76.47698282,244.9078134,449.6408782,3.32875324,5.74403635,4.824736083,6.978829348,145.3686192,203.8454838,181.5931794,212.3049494,166.2931272,66.89357803,59.97453082,17.90425425,93.00463771
3.877682276,16.83260607,10.9326897,81.3378133,114.9229271,121.4999867,296.5985386,532.5352239,4.152096473,5.117628077,3.587277423,8.10507198,196.8804809,224.5291839,310.5850059,383.6463069,262.3809706,95.15214107,58.89608322,26.49389219,152.2615529
4.722306648,33.02263115,13.13128231,96.68793053,168.9741182,146.6557963,254.5949771,719.5477815,6.851725236,4.26250539,4.455570651,7.390890494,283.1550056,354.5580048,584.2560008,441.5730839,268.3690663,141.9751487,69.50921147,32.79026378,143.672524
2.576293793,12.42142343,11.98875344,45.11604639,67.86090436,63.4922177,375.1278718,702.1051785,1.795038331,2.389485965,2.467909913,6.735399031,176.6569529,208.7160095,297.6195193,251.9040119,287.1283284,135.1520434,38.87455473,17.928073,110.8939117
5.432499116,18.94584813,11.00795514,60.94335388,77.66924729,87.9160235,356.7471632,688.7777424,5.528173424,4.325297442,4.940914447,7.429446842,164.8500305,194.94383,442.3006156,229.2578874,211.4211732,49.83362747,28.92563318,15.18404566,86.90945226
2.799989061,13.59547408,8.396734577,41.63261727,85.13573541,86.82245593,347.6096209,689.2836602,3.657112604,2.685927072,4.064360561,5.340852675,325.3568921,310.4772451,377.5367098,323.3039561,206.5978975,105.040037,46.22531361,23.3101465,141.4892951
4.927490446,24.44092008,14.64860952,79.0903929,100.33827,75.035206,364.4161017,980.7532206,3.704854112,3.473560921,4.055718547,5.178936913,213.2053298,235.3207429,418.8679728,536.0136209,274.4205869,85.45925433,37.27451953,19.41850364,111.3845352
2.932795893,9.801245182,7.483850841,50.21278303,98.51772468,103.7083292,251.9783387,590.0779723,2.508737678,2.594783562,2.888013553,7.814817054,224.1472405,202.1283153,385.2234963,293.4290778,184.619686,97.7281115,28.52773919,18.74862032,98.06520741
4.238048884,19.86246814,9.044932727,75.83095484,137.6345201,129.013214,313.2349011,633.7696448,3.425100629,4.448065236,3.287220409,5.29988643,216.7011608,246.6330158,558.0787264,453.2077673,271.6001967,144.0057643,52.45743038,22.6179394,104.8616574
4.024782278,20.12762665,9.491856425,51.90375552,132.6067556,118.6255506,390.8561846,1010.403832,3.689038783,3.561656081,2.732196827,5.3912511,333.6779131,321.7091627,927.9595952,1084.261316,233.0599437,112.972113,61.77706211,28.42353956,134.9564098
3.853609134,16.77947602,11.32823349,53.43442266,94.64573238,96.46267757,424.3132689,625.3031465,3.569492953,3.215428594,2.978138884,6.054667238,204.9001765,285.6980067,491.735634,293.1232362,228.3212199,110.5243499,41.99871901,16.67312591,110.1271789
5.188286907,20.47104216,10.38450623,116.9435889,122.1458182,139.3173681,394.4346243,544.0094309,5.561013596,4.810218495,4.823247313,5.839803277,201.3178123,226.7840895,345.7490744,406.0313569,314.0537673,90.84890696,27.60719022,17.37451947,110.1256384
1.606165637,8.717287129,6.000460882,50.91950199,59.67127529,74.83116928,182.9634368,287.3961708,1.852914176,1.683605421,2.522328364,5.880716408,111.9126552,135.0605419,203.0763455,182.5188355,182.1249431,58.84678365,37.59862205,18.76176593,87.96150401
5.224333317,29.94877044,11.00967557,75.27800219,118.0266492,103.5549752,445.8978784,929.4596906,6.24803369,6.198979932,6.050201085,9.115267749,192.4962181,269.2271248,623.9114363,581.6529846,255.431082,146.8569156,47.63686868,26.15194719,161.1005688
2.992283105,12.91936252,7.787245578,17.7075667,60.15115638,62.72277143,181.3840944,396.2108023,2.19039065,3.3114033,2.911205982,5.159129787,168.5794788,190.7057087,327.9003701,409.8600426,156.6507635,47.60081431,49.49531598,18.80600796,114.6178914
4.733338477,21.32236222,19.42614491,81.88733082,104.7448618,106.4666022,325.1943545,575.5276977,3.622293045,3.104572245,3.874626705,8.382604565,196.1982772,210.4423161,368.768087,390.2373554,282.2890519,104.4688199,51.95155142,18.02170416,133.9452253
3.466676944,22.99123331,16.8905924,79.85809439,124.275118,148.4438446,351.6038315,575.7099924,4.205083654,4.033632931,2.573651353,5.277482009,233.0081708,228.6800186,372.0928447,373.7479644,266.4670449,148.9668182,87.87558401,38.17387739,139.4685939
5.167134945,11.81663912,11.3644963,37.53478732,58.48728145,75.56992689,435.7429268,997.1933843,3.558227406,4.317697255,3.796821312,7.999672623,203.5666636,195.2900691,435.1085355,431.4956943,209.22122,192.5198868,37.96045211,23.66195624,104.2662251
3.427259302,16.94663536,9.990575851,61.83085605,77.57009754,94.72186216,249.2816514,729.0902952,3.591094145,4.094737245,3.69456962,7.805782189,179.515348,157.7336509,252.1419861,208.1041165,221.4804334,64.28821596,33.38653119,16.860249,108.5484886
3.418897844,15.75244555,9.005666076,49.86547207,66.14062333,73.7101329,174.6670018,562.5708766,2.868951944,3.072672513,3.828619607,6.376797769,164.8626224,273.9560163,272.5736656,311.7008081,160.7609443,89.7819464,28.78630432,16.80352509,111.9939453
4.46845608,19.16434009,12.27508344,45.24425216,58.35346603,64.36467486,222.1930777,823.072689,3.963141425,3.302428687,3.016215451,5.244985082,145.4925385,171.3916403,285.3465419,350.0975412,138.2629338,73.36172464,36.93575283,23.10701495,94.77349995
5.105264304,15.26594723,10.65615855,67.08257053,108.8208276,106.7298548,320.8647765,945.0522486,4.906769341,5.735723478,4.320781167,8.299951612,230.7492709,222.0466615,368.3794966,402.7246999,207.5955625,119.9087741,40.00150435,24.59192073,100.570871
2.804655438,11.80368738,8.972307574,37.55274006,96.77400277,67.82041007,324.2618434,580.3674445,1.750953378,1.93562636,2.402084711,6.024032201,237.1444833,249.0958181,453.6057442,334.7205481,262.9985443,76.96442791,40.20839926,30.37777962,121.9523655
3.44428782,24.59413472,6.520479309,62.64390411,132.2366418,141.2916993,1868.505023,4049.033388,4.314676482,4.300481659,4.803633503,5.499281811,903.8617277,416.6072147,2418.967535,716.4771926,473.9774774,95.47660889,36.69718438,15.95759449,142.2741291
2.767691318,21.18890063,14.13541124,61.48755436,118.3044668,84.40604534,278.9568385,1750.697097,2.889042063,2.320084231,3.46305236,5.326659815,236.5147689,333.3030056,373.0937208,427.1930277,182.9023438,165.0343978,18.40027601,16.14814038,171.6628023
3.979143705,25.83243471,14.18188716,44.48497898,62.40164891,77.42172428,190.5467321,521.9098256,2.513197152,3.313922702,3.255429193,9.231234598,142.2729941,166.9968699,190.3897882,219.9741235,220.5382356,107.4772032,34.00972337,21.53264162,88.92044903
2.438029081,13.58411096,6.256106112,52.0000831,104.7251622,122.4338114,332.0927812,397.3044308,3.17362461,3.042374595,3.382279839,7.220301103,250.1274439,227.6709654,392.4164718,350.4736942,247.4184287,103.1954832,30.10786785,11.87634765,99.28166699
4.225374073,22.67467043,10.96542857,63.51151025,117.1425722,124.6349903,416.6652087,6190.989293,3.609493929,2.989630905,2.342405545,6.023227132,237.9504272,320.018302,517.0688451,868.2495385,381.8423774,154.8083095,46.4735037,26.00210641,152.4271445
1.224361561,11.56311573,5.556696652,57.36353934,109.2346813,87.92644582,254.2457185,629.4346839,1.281871989,0.8283385661,1.593033671,3.402813628,199.1960598,203.0069125,332.1925194,316.4256403,239.6967873,111.8030154,38.05806763,14.91718238,108.08598
2.616747284,20.70818633,6.223006142,51.62423393,70.04552055,68.51327782,130.1930587,196.0412766,2.777761696,2.824340318,2.708752394,4.820236841,115.4497559,160.9713666,177.0530326,148.1277551,138.5063772,92.70406718,18.04006395,11.10805892,87.83475227
4.992689213,53.3978932,19.01297041,89.23233839,116.6425966,111.8639154,399.0841474,743.3558312,5.252481124,5.189475079,4.151282146,7.224610059,259.1050574,247.1208996,398.5190724,368.5589675,298.8628472,167.1371886,45.38710318,23.12497897,150.1383538
7.489539282,21.04279387,19.53849686,61.1787985,105.9365289,137.3893171,633.734168,2033.244728,7.350112849,8.056646651,6.689521698,10.20779029,250.6021056,250.2804708,544.2277631,543.1570651,325.1113199,174.377635,44.59080895,23.7175283,146.0615746
6.146153001,12.7712858,16.55122129,36.29289125,73.71289124,82.70249501,288.539354,695.4092272,4.805997283,6.120104388,6.052706456,5.59527082,201.2914241,218.2481528,395.8763504,330.6329756,182.5943379,105.7919816,13.74633637,12.35653867,77.9072566
4.372283824,16.95615767,10.15951113,54.01881613,149.4681301,112.1378876,310.7322625,1111.556184,3.739530488,5.544325825,2.973141345,9.254817664,303.0675868,321.0423171,394.926664,317.9213188,258.1291137,101.9676195,35.5357714,18.62692064,177.362476
5.200168813,27.11001037,8.14228958,77.26509636,88.14992915,102.301026,365.8752484,2265.873068,3.42662434,3.448127509,3.997394068,6.693032626,226.8820549,226.9906657,320.717878,560.9203158,267.5327746,121.3701767,46.37485218,24.35072165,140.960176
6.166348451,15.26811405,9.471537098,65.98086322,75.23340224,90.56249771,229.3544899,719.213033,5.111959372,5.208361361,4.889198964,10.63792712,174.3990003,170.4477329,258.9454189,314.7061624,256.7969302,169.9736477,35.34611996,22.81790358,117.8904185
3.63952275,23.60755172,13.44630584,68.26812772,115.8446619,127.3384493,348.2055095,811.6942411,3.438376504,4.135957157,3.902661197,6.996809339,185.1658781,156.6829985,426.8937249,484.6311832,181.1577999,150.0482284,34.84519555,20.99198126,116.3141385
3.453685177,29.08454286,11.03178018,99.55861942,170.1960434,145.9455119,351.492375,806.6958799,4.641798547,4.39508496,3.763247535,9.435402595,277.2886433,266.2454727,322.2355597,332.9382663,238.564138,127.0555033,81.16936311,23.59103391,146.6953702
3.64409677,20.09253939,11.33059197,67.69391681,94.50693002,95.32265172,253.2721734,762.7742219,4.565317132,3.521588548,5.038631668,6.414080265,193.2304143,180.654093,233.0731588,243.216861,190.5437214,102.7924857,49.34950674,26.12838579,91.24332844
2.972551195,20.29031018,8.465624172,52.13367808,85.53007513,89.44413621,395.8953313,938.5508633,4.194201246,4.131410831,5.384692345,6.164432816,311.7436893,285.9582996,435.1634337,244.5600396,224.5074413,141.9811729,34.5456435,17.99078035,105.3016914
