run_id,task_id,task_family,task_source,human_source,score_binarized,score_cont,human_minutes,started_at,completed_at,minutes_floored,delta_task,minutes_derived,derivation
40,ai_rd_nanogpt_chat_rl/main,ai_rd_nanogpt_chat_rl,RE-Bench,estimate,0,0.4626977727,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
41,ai_rd_nanogpt_chat_rl/main,ai_rd_nanogpt_chat_rl,RE-Bench,estimate,0,0.5559602925,480.0,0.0,29040000.0,484.0,,484.0,uncorrected_rebench
42,ai_rd_nanogpt_chat_rl/main,ai_rd_nanogpt_chat_rl,RE-Bench,estimate,0,0.3119595139,480.0,0.0,31680000.0,528.0,,528.0,uncorrected_rebench
43,ai_rd_nanogpt_chat_rl/main,ai_rd_nanogpt_chat_rl,RE-Bench,estimate,1,1.0,480.0,0.0,78060000.0,1301.0,,1301.0,uncorrected_rebench
72,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,13080000.0,218.0,,218.0,uncorrected_rebench
73,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,18720000.0,312.0,,312.0,uncorrected_rebench
74,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,19620000.0,327.0,,327.0,uncorrected_rebench
75,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.6174200658,480.0,0.0,25860000.0,431.0,,431.0,uncorrected_rebench
76,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.2910694598,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
77,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
78,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.2910694598,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
79,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
80,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
81,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
82,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
83,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
84,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
85,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
86,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.5292172001000001,480.0,0.0,28920000.0,482.0,,482.0,uncorrected_rebench
87,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.8820286658000001,480.0,0.0,29340000.0,489.0,,489.0,uncorrected_rebench
88,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,29760000.0,496.0,,496.0,uncorrected_rebench
89,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,30300000.0,505.0,,505.0,uncorrected_rebench
90,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,30360000.0,506.0,,506.0,uncorrected_rebench
91,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,72180000.0,1203.0,,1203.0,uncorrected_rebench
92,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,81180000.0,1353.0,,1353.0,uncorrected_rebench
93,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,171900000.0,2865.0,,2865.0,uncorrected_rebench
94,ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,0.0,607080000.0,10118.0,,10118.0,uncorrected_rebench
95,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,0.0,14340000.0,239.0,,239.0,uncorrected_rebench
96,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,0,0.0,480.0,0.0,14340000.0,239.0,,239.0,uncorrected_rebench
97,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,0.0,28560000.0,476.0,,476.0,uncorrected_rebench
98,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,0,0.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
99,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
100,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
101,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
102,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
103,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,0,0.0,480.0,0.0,28980000.0,483.0,,483.0,uncorrected_rebench
104,ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,0,0.0,480.0,0.0,187200000.0,3120.0,,3120.0,uncorrected_rebench
105,ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.0,492.963,0.0,27840000.0,464.0,,464.0,uncorrected_rebench
106,ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,1,1.0,492.963,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
107,ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.1354425617,492.963,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
108,ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,1,1.0,492.963,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
109,ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.6827519772,492.963,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
110,ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,1,1.0,492.963,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
111,ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,1,1.0,492.963,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
112,ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.7092081665000001,492.963,0.0,28740000.0,479.0,,479.0,uncorrected_rebench
113,ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.3745232994,492.963,0.0,32340000.0,539.0,,539.0,uncorrected_rebench
small_tasks_baseline_0,alert_triage/alert_triage_1,alert_triage,SWAA,baseline,1,1.0,0.1696162735,1737423798164.0,1737423809700.0,0.19226666666666667,0.0,0.19226666666666667,swaa_exact
small_tasks_baseline_110,alert_triage/alert_triage_1,alert_triage,SWAA,baseline,1,1.0,0.1696162735,1737426159411.0,1737426167312.0,0.13168333333333335,0.0,0.13168333333333335,swaa_exact
small_tasks_baseline_209,alert_triage/alert_triage_1,alert_triage,SWAA,baseline,1,1.0,0.1696162735,1737421923967.0,1737421931285.0,0.12196666666666667,0.0,0.12196666666666667,swaa_exact
small_tasks_baseline_70,alert_triage/alert_triage_1,alert_triage,SWAA,baseline,1,1.0,0.1696162735,1737419277345.0,1737419293427.0,0.26803333333333335,0.0,0.26803333333333335,swaa_exact
small_tasks_baseline_1,alert_triage/alert_triage_10,alert_triage,SWAA,baseline,1,1.0,0.0948365178,1737423810203.0,1737423814658.0,0.07425,0.0,0.07425,swaa_exact
small_tasks_baseline_111,alert_triage/alert_triage_10,alert_triage,SWAA,baseline,1,1.0,0.0948365178,1737426167816.0,1737426175894.0,0.13463333333333333,0.0,0.13463333333333333,swaa_exact
small_tasks_baseline_210,alert_triage/alert_triage_10,alert_triage,SWAA,baseline,1,1.0,0.0948365178,1737421931789.0,1737421936700.0,0.08185,0.0,0.08185,swaa_exact
small_tasks_baseline_71,alert_triage/alert_triage_10,alert_triage,SWAA,baseline,1,1.0,0.0948365178,1737419293931.0,1737419299865.0,0.0989,0.0,0.0989,swaa_exact
small_tasks_baseline_112,alert_triage/alert_triage_11,alert_triage,SWAA,baseline,1,1.0,0.1005509975,1737426176398.0,1737426185029.0,0.14385,0.0,0.14385,swaa_exact
small_tasks_baseline_2,alert_triage/alert_triage_11,alert_triage,SWAA,baseline,1,1.0,0.1005509975,1737423815163.0,1737423818861.0,0.06163333333333333,0.0,0.06163333333333333,swaa_exact
small_tasks_baseline_211,alert_triage/alert_triage_11,alert_triage,SWAA,baseline,1,1.0,0.1005509975,1737421937203.0,1737421941421.0,0.0703,0.0,0.0703,swaa_exact
small_tasks_baseline_72,alert_triage/alert_triage_11,alert_triage,SWAA,baseline,1,1.0,0.1005509975,1737419300368.0,1737419310204.0,0.16393333333333332,0.0,0.16393333333333332,swaa_exact
small_tasks_baseline_114,alert_triage/alert_triage_3,alert_triage,SWAA,baseline,1,1.0,0.0851312872,1737426192994.0,1737426200668.0,0.1279,0.0,0.1279,swaa_exact
small_tasks_baseline_213,alert_triage/alert_triage_3,alert_triage,SWAA,baseline,1,1.0,0.0851312872,1737421948201.0,1737421954253.0,0.10086666666666666,0.0,0.10086666666666666,swaa_exact
small_tasks_baseline_4,alert_triage/alert_triage_3,alert_triage,SWAA,baseline,1,1.0,0.0851312872,1737423828973.0,1737423831709.0,0.0456,0.0,0.0456,swaa_exact
small_tasks_baseline_74,alert_triage/alert_triage_3,alert_triage,SWAA,baseline,1,1.0,0.0851312872,1737419316691.0,1737419322051.0,0.08933333333333333,0.0,0.08933333333333333,swaa_exact
small_tasks_baseline_115,alert_triage/alert_triage_4,alert_triage,SWAA,baseline,1,1.0,0.0985183025,1737426201171.0,1737426211513.0,0.17236666666666667,0.0,0.17236666666666667,swaa_exact
small_tasks_baseline_214,alert_triage/alert_triage_4,alert_triage,SWAA,baseline,1,1.0,0.0985183025,1737421954757.0,1737421959694.0,0.08228333333333333,0.0,0.08228333333333333,swaa_exact
small_tasks_baseline_5,alert_triage/alert_triage_4,alert_triage,SWAA,baseline,1,1.0,0.0985183025,1737423832211.0,1737423835561.0,0.05583333333333333,0.0,0.05583333333333333,swaa_exact
small_tasks_baseline_75,alert_triage/alert_triage_4,alert_triage,SWAA,baseline,1,1.0,0.0985183025,1737419322555.0,1737419329697.0,0.11903333333333334,0.0,0.11903333333333334,swaa_exact
small_tasks_baseline_116,alert_triage/alert_triage_5,alert_triage,SWAA,baseline,1,1.0,0.0819728262,1737426212016.0,1737426216447.0,0.07385,0.0,0.07385,swaa_exact
small_tasks_baseline_215,alert_triage/alert_triage_5,alert_triage,SWAA,baseline,1,1.0,0.0819728262,1737421960197.0,1737421965242.0,0.08408333333333333,0.0,0.08408333333333333,swaa_exact
small_tasks_baseline_6,alert_triage/alert_triage_5,alert_triage,SWAA,baseline,1,1.0,0.0819728262,1737423836065.0,1737423839753.0,0.06146666666666667,0.0,0.06146666666666667,swaa_exact
small_tasks_baseline_76,alert_triage/alert_triage_5,alert_triage,SWAA,baseline,1,1.0,0.0819728262,1737419330200.0,1737419337299.0,0.11831666666666667,0.0,0.11831666666666667,swaa_exact
small_tasks_baseline_117,alert_triage/alert_triage_6,alert_triage,SWAA,baseline,1,1.0,0.085147315,1737426216950.0,1737426225013.0,0.13438333333333333,0.0,0.13438333333333333,swaa_exact
small_tasks_baseline_216,alert_triage/alert_triage_6,alert_triage,SWAA,baseline,1,1.0,0.085147315,1737421965744.0,1737421970515.0,0.07951666666666667,0.0,0.07951666666666667,swaa_exact
small_tasks_baseline_7,alert_triage/alert_triage_6,alert_triage,SWAA,baseline,1,1.0,0.085147315,1737423840256.0,1737423842440.0,0.0364,0.0,0.0364,swaa_exact
small_tasks_baseline_77,alert_triage/alert_triage_6,alert_triage,SWAA,baseline,1,1.0,0.085147315,1737419337802.0,1737419345911.0,0.13515,0.0,0.13515,swaa_exact
small_tasks_baseline_118,alert_triage/alert_triage_7,alert_triage,SWAA,baseline,1,1.0,0.069189755,1737426225517.0,1737426235237.0,0.162,0.0,0.162,swaa_exact
small_tasks_baseline_217,alert_triage/alert_triage_7,alert_triage,SWAA,baseline,1,1.0,0.069189755,1737421971017.0,1737421973114.0,0.03495,0.0,0.03495,swaa_exact
small_tasks_baseline_78,alert_triage/alert_triage_7,alert_triage,SWAA,baseline,1,1.0,0.069189755,1737419346415.0,1737419354009.0,0.12656666666666666,0.0,0.12656666666666666,swaa_exact
small_tasks_baseline_8,alert_triage/alert_triage_7,alert_triage,SWAA,baseline,1,1.0,0.069189755,1737423842941.0,1737423844861.0,0.032,0.0,0.032,swaa_exact
small_tasks_baseline_119,alert_triage/alert_triage_8,alert_triage,SWAA,baseline,1,1.0,0.0705176306,1737426235742.0,1737426243029.0,0.12145,0.0,0.12145,swaa_exact
small_tasks_baseline_218,alert_triage/alert_triage_8,alert_triage,SWAA,baseline,1,1.0,0.0705176306,1737421973617.0,1737421977802.0,0.06975,0.0,0.06975,swaa_exact
small_tasks_baseline_79,alert_triage/alert_triage_8,alert_triage,SWAA,baseline,1,1.0,0.0705176306,1737419354512.0,1737419358345.0,0.06388333333333333,0.0,0.06388333333333333,swaa_exact
small_tasks_baseline_9,alert_triage/alert_triage_8,alert_triage,SWAA,baseline,1,1.0,0.0705176306,1737423845365.0,1737423848105.0,0.04566666666666667,0.0,0.04566666666666667,swaa_exact
small_tasks_baseline_10,alert_triage/alert_triage_9,alert_triage,SWAA,baseline,1,1.0,0.10645328700000001,1737423848611.0,1737423852914.0,0.07171666666666666,0.0,0.07171666666666666,swaa_exact
small_tasks_baseline_120,alert_triage/alert_triage_9,alert_triage,SWAA,baseline,1,1.0,0.10645328700000001,1737426243532.0,1737426250996.0,0.1244,0.0,0.1244,swaa_exact
small_tasks_baseline_219,alert_triage/alert_triage_9,alert_triage,SWAA,baseline,1,1.0,0.10645328700000001,1737421978306.0,1737421983631.0,0.08875,0.0,0.08875,swaa_exact
small_tasks_baseline_80,alert_triage/alert_triage_9,alert_triage,SWAA,baseline,1,1.0,0.10645328700000001,1737419358848.0,1737419368581.0,0.16221666666666668,0.0,0.16221666666666668,swaa_exact
114,anti_bot_site/default,anti_bot_site,HCAST,baseline,0,0.0,110.087,0.0,6300000.0,105.0,0.08699999999999924,105.087,delta_imputed_failure
115,anti_bot_site/default,anti_bot_site,HCAST,baseline,1,1.0,110.087,0.0,6600000.0,110.0,0.08699999999999924,110.087,delta_corrected
116,anti_bot_site/default,anti_bot_site,HCAST,baseline,0,0.0,110.087,0.0,28800000.0,480.0,0.08699999999999924,480.087,delta_imputed_failure
117,apps_dataset_debug/dev_9_sort,apps_dataset_debug,HCAST,baseline,1,1.0,7.866,0.0,180000.0,3.0,0.6104622306914479,3.610462230691448,delta_corrected
118,apps_dataset_debug/dev_9_sort,apps_dataset_debug,HCAST,baseline,1,1.0,7.866,0.0,660000.0,11.0,0.6104622306914479,11.610462230691448,delta_corrected
119,apps_dataset_debug/dev_9_sort,apps_dataset_debug,HCAST,baseline,1,1.0,7.866,0.0,660000.0,11.0,0.6104622306914479,11.610462230691448,delta_corrected
small_tasks_baseline_151,arithmetic/complex_1,arithmetic,SWAA,baseline,1,1.0,0.46120364010000003,1737424359897.0,1737424406092.0,0.7699166666666667,0.0,0.7699166666666667,swaa_exact
small_tasks_baseline_180,arithmetic/complex_1,arithmetic,SWAA,baseline,1,1.0,0.46120364010000003,1737419698171.0,1737419719247.0,0.35126666666666667,0.0,0.35126666666666667,swaa_exact
small_tasks_baseline_41,arithmetic/complex_1,arithmetic,SWAA,baseline,1,1.0,0.46120364010000003,1737422443885.0,1737422465648.0,0.3627166666666667,0.0,0.3627166666666667,swaa_exact
small_tasks_baseline_152,arithmetic/complex_10,arithmetic,SWAA,baseline,1,1.0,0.4043179951,1737424406099.0,1737424461545.0,0.9241,0.0,0.9241,swaa_exact
small_tasks_baseline_181,arithmetic/complex_10,arithmetic,SWAA,baseline,1,1.0,0.4043179951,1737419719262.0,1737419740588.0,0.3554333333333333,0.0,0.3554333333333333,swaa_exact
small_tasks_baseline_42,arithmetic/complex_10,arithmetic,SWAA,baseline,1,1.0,0.4043179951,1737422465663.0,1737422477736.0,0.20121666666666665,0.0,0.20121666666666665,swaa_exact
small_tasks_baseline_153,arithmetic/complex_2,arithmetic,SWAA,baseline,1,1.0,0.2820306099,1737424461552.0,1737424474355.0,0.21338333333333334,0.0,0.21338333333333334,swaa_exact
small_tasks_baseline_182,arithmetic/complex_2,arithmetic,SWAA,baseline,1,1.0,0.2820306099,1737419740598.0,1737419748507.0,0.13181666666666667,0.0,0.13181666666666667,swaa_exact
small_tasks_baseline_43,arithmetic/complex_2,arithmetic,SWAA,baseline,1,1.0,0.2820306099,1737422477747.0,1737422525601.0,0.7975666666666666,0.0,0.7975666666666666,swaa_exact
small_tasks_baseline_154,arithmetic/complex_3,arithmetic,SWAA,baseline,1,1.0,0.7203701405,1737424474371.0,1737424556104.0,1.3622166666666666,0.0,1.3622166666666666,swaa_exact
small_tasks_baseline_183,arithmetic/complex_3,arithmetic,SWAA,baseline,1,1.0,0.7203701405,1737419748522.0,1737419800818.0,0.8716,0.0,0.8716,swaa_exact
small_tasks_baseline_44,arithmetic/complex_3,arithmetic,SWAA,baseline,1,1.0,0.7203701405,1737422525611.0,1737422544503.0,0.3148666666666667,0.0,0.3148666666666667,swaa_exact
small_tasks_baseline_155,arithmetic/complex_4,arithmetic,SWAA,baseline,1,1.0,0.1691079557,1737424556115.0,1737424570266.0,0.23585,0.0,0.23585,swaa_exact
small_tasks_baseline_184,arithmetic/complex_4,arithmetic,SWAA,baseline,1,1.0,0.1691079557,1737419800831.0,1737419806684.0,0.09755,0.0,0.09755,swaa_exact
small_tasks_baseline_45,arithmetic/complex_4,arithmetic,SWAA,baseline,1,1.0,0.1691079557,1737422544516.0,1737422557127.0,0.21018333333333333,0.0,0.21018333333333333,swaa_exact
small_tasks_baseline_156,arithmetic/complex_5,arithmetic,SWAA,baseline,1,1.0,0.4299560256,1737424570276.0,1737424677119.0,1.7807166666666667,0.0,1.7807166666666667,swaa_exact
small_tasks_baseline_185,arithmetic/complex_5,arithmetic,SWAA,baseline,1,1.0,0.4299560256,1737419806697.0,1737419825140.0,0.30738333333333334,0.0,0.30738333333333334,swaa_exact
small_tasks_baseline_46,arithmetic/complex_5,arithmetic,SWAA,baseline,1,1.0,0.4299560256,1737422557134.0,1737422565848.0,0.14523333333333333,0.0,0.14523333333333333,swaa_exact
small_tasks_baseline_157,arithmetic/complex_6,arithmetic,SWAA,baseline,1,1.0,0.07750217520000001,1737424677131.0,1737424683592.0,0.10768333333333334,0.0,0.10768333333333334,swaa_exact
small_tasks_baseline_186,arithmetic/complex_6,arithmetic,SWAA,baseline,1,1.0,0.07750217520000001,1737419825151.0,1737419830477.0,0.08876666666666666,0.0,0.08876666666666666,swaa_exact
small_tasks_baseline_47,arithmetic/complex_6,arithmetic,SWAA,baseline,1,1.0,0.07750217520000001,1737422565858.0,1737422568780.0,0.0487,0.0,0.0487,swaa_exact
small_tasks_baseline_158,arithmetic/complex_7,arithmetic,SWAA,baseline,1,1.0,0.15773222080000002,1737424683599.0,1737424692372.0,0.14621666666666666,0.0,0.14621666666666666,swaa_exact
small_tasks_baseline_187,arithmetic/complex_7,arithmetic,SWAA,baseline,1,1.0,0.15773222080000002,1737419830487.0,1737419846403.0,0.26526666666666665,0.0,0.26526666666666665,swaa_exact
small_tasks_baseline_48,arithmetic/complex_7,arithmetic,SWAA,baseline,1,1.0,0.15773222080000002,1737422568788.0,1737422574858.0,0.10116666666666667,0.0,0.10116666666666667,swaa_exact
small_tasks_baseline_159,arithmetic/complex_8,arithmetic,SWAA,baseline,1,1.0,0.1732389399,1737424692384.0,1737424747971.0,0.92645,0.0,0.92645,swaa_exact
small_tasks_baseline_188,arithmetic/complex_8,arithmetic,SWAA,baseline,1,1.0,0.1732389399,1737419846417.0,1737419851943.0,0.0921,0.0,0.0921,swaa_exact
small_tasks_baseline_49,arithmetic/complex_8,arithmetic,SWAA,baseline,1,1.0,0.1732389399,1737422574872.0,1737422578529.0,0.06095,0.0,0.06095,swaa_exact
small_tasks_baseline_160,arithmetic/complex_9,arithmetic,SWAA,baseline,1,1.0,0.1720399438,1737424747980.0,1737424778025.0,0.50075,0.0,0.50075,swaa_exact
